"EntrezID","Symbol","Description","P value"
"64750","SMURF2","SMAD specific E3 ubiquitin protein ligase 2",2.09390158167899e-06
"4548","MTR","5-methyltetrahydrofolate-homocysteine methyltransferase",2.09416769825221e-06
"90268","OTULIN","OTU deubiquitinase with linear linkage specificity",2.10286671498139e-06
"64423","INF2","inverted formin, FH2 and WH2 domain containing",2.11115191062206e-06
"57552","NCEH1","neutral cholesterol ester hydrolase 1",2.11139290573481e-06
"51006","SLC35C2","solute carrier family 35 member C2",2.11578174269533e-06
"162073","ITPRIPL2","inositol 1,4,5-trisphosphate receptor interacting protein like 2",2.11902024704891e-06
"3906","LALBA","lactalbumin alpha",2.1192027679362e-06
"85028","SNHG12","small nucleolar RNA host gene 12",2.12045596592603e-06
"90135","BTBD6","BTB domain containing 6",2.12091003981563e-06
"116224","FAM122A","family with sequence similarity 122A",2.12108293240476e-06
"51763","INPP5K","inositol polyphosphate-5-phosphatase K",2.12475832217507e-06
"55366","LGR4","leucine rich repeat containing G protein-coupled receptor 4",2.13222993838968e-06
"81576","CCDC130","coiled-coil domain containing 130",2.1392034027512e-06
"57178","ZMIZ1","zinc finger MIZ-type containing 1",2.14525338704252e-06
"7798","LUZP1","leucine zipper protein 1",2.14696817191218e-06
"401492","LINC01235","long intergenic non-protein coding RNA 1235",2.14754980776277e-06
"4939","OAS2","2'-5'-oligoadenylate synthetase 2",2.15229842637221e-06
"54454","ATAD2B","ATPase family, AAA domain containing 2B",2.15370165479456e-06
"9453","GGPS1","geranylgeranyl diphosphate synthase 1",2.15395141611729e-06
"441869","ANKRD65","ankyrin repeat domain 65",2.15725143948298e-06
"10848","PPP1R13L","protein phosphatase 1 regulatory subunit 13 like",2.15751335019831e-06
"2000","ELF4","E74 like ETS transcription factor 4",2.15883507193038e-06
"23355","VPS8","VPS8, CORVET complex subunit",2.16718837520169e-06
"9647","PPM1F","protein phosphatase, Mg2+/Mn2+ dependent 1F",2.16725421275932e-06
"55728","N4BP2","NEDD4 binding protein 2",2.17550945391665e-06
"27076","LYPD3","LY6/PLAUR domain containing 3",2.17555132753233e-06
"221472","FGD2","FYVE, RhoGEF and PH domain containing 2",2.18274172580912e-06
"150084","IGSF5","immunoglobulin superfamily member 5",2.19340473250895e-06
"729920","ISPD","isoprenoid synthase domain containing",2.19484091656952e-06
"2819","GPD1","glycerol-3-phosphate dehydrogenase 1",2.2023356540668e-06
"23173","METAP1","methionyl aminopeptidase 1",2.20358861457992e-06
"5019","OXCT1","3-oxoacid CoA-transferase 1",2.20437815945385e-06
"90865","IL33","interleukin 33",2.21701173552802e-06
"5705","PSMC5","proteasome 26S subunit, ATPase 5",2.22123466220303e-06
"11270","NRM","nurim (nuclear envelope membrane protein)",2.22976166153188e-06
"6342","SCP2","sterol carrier protein 2",2.23102508911666e-06
"85439","STON2","stonin 2",2.23616100547552e-06
"256302","NATD1","N-acetyltransferase domain containing 1",2.24621879285625e-06
"3694","ITGB6","integrin subunit beta 6",2.25917707308287e-06
"90799","CEP95","centrosomal protein 95",2.26822642823699e-06
"55691","FRMD4A","FERM domain containing 4A",2.27412091668988e-06
"64839","FBXL17","F-box and leucine rich repeat protein 17",2.28113399436403e-06
"65078","RTN4R","reticulon 4 receptor",2.28323746997994e-06
"7760","ZNF213","zinc finger protein 213",2.28726842377291e-06
"64419","MTMR14","myotubularin related protein 14",2.29189662204199e-06
"80833","APOL3","apolipoprotein L3",2.29241537663682e-06
"57719","ANO8","anoctamin 8",2.29447499733304e-06
"7846","TUBA1A","tubulin alpha 1a",2.29510016414025e-06
"5428","POLG","DNA polymerase gamma, catalytic subunit",2.31158990626756e-06
"51449","PCYOX1","prenylcysteine oxidase 1",2.31820406515482e-06
"11326","VSIG4","V-set and immunoglobulin domain containing 4",2.32377728304201e-06
"4084","MXD1","MAX dimerization protein 1",2.32658824117493e-06
"84230","LRRC8C","leucine rich repeat containing 8 family member C",2.33031631302616e-06
"9640","ZNF592","zinc finger protein 592",2.33955438766476e-06
"132","ADK","adenosine kinase",2.36224998451107e-06
"26227","PHGDH","phosphoglycerate dehydrogenase",2.36225785177346e-06
"23102","TBC1D2B","TBC1 domain family member 2B",2.36250797547299e-06
"55180","LINS1","lines homolog 1",2.36447571322351e-06
"8576","STK16","serine/threonine kinase 16",2.37103258005078e-06
"54751","FBLIM1","filamin binding LIM protein 1",2.37340074371595e-06
"4209","MEF2D","myocyte enhancer factor 2D",2.37782062173508e-06
"4287","ATXN3","ataxin 3",2.38697279608679e-06
"5869","RAB5B","RAB5B, member RAS oncogene family",2.38728871648775e-06
"83593","RASSF5","Ras association domain family member 5",2.38900201021686e-06
"6319","SCD","stearoyl-CoA desaturase",2.39155577586025e-06
"4756","NEO1","neogenin 1",2.39168936788658e-06
"9726","ZNF646","zinc finger protein 646",2.41868212502716e-06
"148156","ZNF558","zinc finger protein 558",2.43478735839631e-06
"210","ALAD","aminolevulinate dehydratase",2.44129260207337e-06
"10105","PPIF","peptidylprolyl isomerase F",2.44328205856181e-06
"2004","ELK3","ELK3, ETS transcription factor",2.45472158511006e-06
"6713","SQLE","squalene epoxidase",2.45754147965016e-06
"51678","MPP6","membrane palmitoylated protein 6",2.46252867963648e-06
"10385","BTN2A2","butyrophilin subfamily 2 member A2",2.46697064554269e-06
"5862","RAB2A","RAB2A, member RAS oncogene family",2.4689287403401e-06
"2029","ENSA","endosulfine alpha",2.4785872523303e-06
"142891","SAMD8","sterile alpha motif domain containing 8",2.4882999666298e-06
"6692","SPINT1","serine peptidase inhibitor, Kunitz type 1",2.49618511782845e-06
"3557","IL1RN","interleukin 1 receptor antagonist",2.50502302701072e-06
"6451","SH3BGRL","SH3 domain binding glutamate rich protein like",2.5125933483805e-06
"441027","TMEM150C","transmembrane protein 150C",2.51304297438359e-06
"3383","ICAM1","intercellular adhesion molecule 1",2.51500546610828e-06
"9767","JADE3","jade family PHD finger 3",2.52252775978512e-06
"140609","NEK7","NIMA related kinase 7",2.53946981354503e-06
"54521","WDR44","WD repeat domain 44",2.54485270367866e-06
"64398","MPP5","membrane palmitoylated protein 5",2.55677313720781e-06
"201254","CENPX","centromere protein X",2.55716161046138e-06
"54442","KCTD5","potassium channel tetramerization domain containing 5",2.583216701324e-06
"6334","SCN8A","sodium voltage-gated channel alpha subunit 8",2.5959175780077e-06
"219293","ATAD3C","ATPase family, AAA domain containing 3C",2.59775582089894e-06
"25928","SOSTDC1","sclerostin domain containing 1",2.59999933993615e-06
"1195","CLK1","CDC like kinase 1",2.60018485809255e-06
"25996","REXO2","RNA exonuclease 2",2.60281927622064e-06
"219931","TPCN2","two pore segment channel 2",2.60973060761671e-06
"79925","SPEF2","sperm flagellar 2",2.61136416890295e-06
"51575","ESF1","ESF1 nucleolar pre-rRNA processing protein homolog",2.61248060817731e-06
"587","BCAT2","branched chain amino acid transaminase 2",2.62092351721588e-06
"7351","UCP2","uncoupling protein 2",2.62145331086927e-06
"151188","ARL6IP6","ADP ribosylation factor like GTPase 6 interacting protein 6",2.62960895525133e-06
"84261","FBXW9","F-box and WD repeat domain containing 9",2.63243271403368e-06
"2099","ESR1","estrogen receptor 1",2.63506411068981e-06
"60559","SPCS3","signal peptidase complex subunit 3",2.63952621404329e-06
"195827","AAED1","AhpC/TSA antioxidant enzyme domain containing 1",2.65101665131162e-06
"51167","CYB5R4","cytochrome b5 reductase 4",2.65963932444269e-06
"94081","SFXN1","sideroflexin 1",2.66009321181482e-06
"9013","TAF1C","TATA-box binding protein associated factor, RNA polymerase I subunit C",2.67499443484809e-06
"4174","MCM5","minichromosome maintenance complex component 5",2.67556858002393e-06
"653567","TMEM236","transmembrane protein 236",2.68319677132478e-06
"7003","TEAD1","TEA domain transcription factor 1",2.6836051818524e-06
"7188","TRAF5","TNF receptor associated factor 5",2.68749294218829e-06
"1491","CTH","cystathionine gamma-lyase",2.69350164472382e-06
"11227","GALNT5","polypeptide N-acetylgalactosaminyltransferase 5",2.69913825290402e-06
"26147","PHF19","PHD finger protein 19",2.71610357427399e-06
"64062","RBM26","RNA binding motif protein 26",2.71611278712669e-06
"79758","DHRS12","dehydrogenase/reductase 12",2.72934416278847e-06
"5494","PPM1A","protein phosphatase, Mg2+/Mn2+ dependent 1A",2.72988101535088e-06
"112770","GLMP","glycosylated lysosomal membrane protein",2.7324717285504e-06
"9263","STK17A","serine/threonine kinase 17a",2.7384563268118e-06
"8266","UBL4A","ubiquitin like 4A",2.74475990647005e-06
"7866","IFRD2","interferon related developmental regulator 2",2.75470334598626e-06
"10960","LMAN2","lectin, mannose binding 2",2.77119960045979e-06
"23484","LEPROTL1","leptin receptor overlapping transcript like 1",2.77191206277116e-06
"65094","JMJD4","jumonji domain containing 4",2.77654246438885e-06
"26273","FBXO3","F-box protein 3",2.78768441397403e-06
"1174","AP1S1","adaptor related protein complex 1 sigma 1 subunit",2.79127035618387e-06
"55364","IMPACT","impact RWD domain protein",2.79187085061583e-06
"90507","SCRN2","secernin 2",2.79614686382601e-06
"9070","ASH2L","ASH2 like histone lysine methyltransferase complex subunit",2.8067370347884e-06
"27291","R3HCC1L","R3H domain and coiled-coil containing 1 like",2.81417181291488e-06
"5980","REV3L","REV3 like, DNA directed polymerase zeta catalytic subunit",2.81964962267622e-06
"54947","LPCAT2","lysophosphatidylcholine acyltransferase 2",2.83353732566383e-06
"10402","ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6",2.83492750097203e-06
"2548","GAA","glucosidase alpha, acid",2.83937001854806e-06
"5269","SERPINB6","serpin family B member 6",2.84204843770119e-06
"9123","SLC16A3","solute carrier family 16 member 3",2.8453969511677e-06
"10541","ANP32B","acidic nuclear phosphoprotein 32 family member B",2.85005063604959e-06
"57522","SRGAP1","SLIT-ROBO Rho GTPase activating protein 1",2.86269167060205e-06
"8996","NOL3","nucleolar protein 3",2.87210194005461e-06
"283899","INO80E","INO80 complex subunit E",2.87317495806239e-06
"151195","CCNYL1","cyclin Y like 1",2.88125850234078e-06
"10847","SRCAP","Snf2 related CREBBP activator protein",2.88693878824908e-06
"3958","LGALS3","galectin 3",2.89044924617343e-06
"26270","FBXO6","F-box protein 6",2.89331117886427e-06
"57514","ARHGAP31","Rho GTPase activating protein 31",2.89685997090228e-06
"3606","IL18","interleukin 18",2.90005945990934e-06
"8738","CRADD","CASP2 and RIPK1 domain containing adaptor with death domain",2.92778911092917e-06
"9665","MARF1","meiosis regulator and mRNA stability factor 1",2.93420672403677e-06
"55832","CAND1","cullin associated and neddylation dissociated 1",2.94031672432027e-06
"2762","GMDS","GDP-mannose 4,6-dehydratase",2.94160300218227e-06
"57504","MTA3","metastasis associated 1 family member 3",2.94803123868093e-06
"164832","LONRF2","LON peptidase N-terminal domain and ring finger 2",2.96766295138085e-06
"54877","ZCCHC2","zinc finger CCHC-type containing 2",2.96887154049852e-06
"54344","DPM3","dolichyl-phosphate mannosyltransferase subunit 3",2.98658402564378e-06
"64850","ETNPPL","ethanolamine-phosphate phospho-lyase",2.99030723138749e-06
"10487","CAP1","cyclase associated actin cytoskeleton regulatory protein 1",2.99389556479568e-06
"4249","MGAT5","mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase",3.00073317138772e-06
"254827","NAALADL2","N-acetylated alpha-linked acidic dipeptidase like 2",3.00550148335521e-06
"4205","MEF2A","myocyte enhancer factor 2A",3.0067084830776e-06
"55132","LARP1B","La ribonucleoprotein domain family member 1B",3.01065091723451e-06
"952","CD38","CD38 molecule",3.01578627337484e-06
"10610","ST6GALNAC2","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",3.01716725348289e-06
"8720","MBTPS1","membrane bound transcription factor peptidase, site 1",3.01998446783358e-06
"10137","RBM12","RNA binding motif protein 12",3.02181910716293e-06
"8704","B4GALT2","beta-1,4-galactosyltransferase 2",3.02486318837225e-06
"79670","ZCCHC6","zinc finger CCHC-type containing 6",3.0312843226632e-06
"204851","HIPK1","homeodomain interacting protein kinase 1",3.04189471522776e-06
"8694","DGAT1","diacylglycerol O-acyltransferase 1",3.04811933149463e-06
"6303","SAT1","spermidine/spermine N1-acetyltransferase 1",3.04934242500998e-06
"29796","UQCR10","ubiquinol-cytochrome c reductase, complex III subunit X",3.051410542243e-06
"50512","PODXL2","podocalyxin like 2",3.05253012244933e-06
"5090","PBX3","PBX homeobox 3",3.06784763659529e-06
"5175","PECAM1","platelet and endothelial cell adhesion molecule 1",3.06877028943831e-06
"11117","EMILIN1","elastin microfibril interfacer 1",3.0764269224326e-06
"26260","FBXO25","F-box protein 25",3.08034465601459e-06
"283638","CEP170B","centrosomal protein 170B",3.08235280899183e-06
"9261","MAPKAPK2","mitogen-activated protein kinase-activated protein kinase 2",3.08994869124835e-06
"3155","HMGCL","3-hydroxymethyl-3-methylglutaryl-CoA lyase",3.09525993325011e-06
"7327","UBE2G2","ubiquitin conjugating enzyme E2 G2",3.09802172759888e-06
"3784","KCNQ1","potassium voltage-gated channel subfamily Q member 1",3.104757011263e-06
"8398","PLA2G6","phospholipase A2 group VI",3.11016247445117e-06
"64599","GIGYF1","GRB10 interacting GYF protein 1",3.1279309722354e-06
"594","BCKDHB","branched chain keto acid dehydrogenase E1 subunit beta",3.13037146548734e-06
"9612","NCOR2","nuclear receptor corepressor 2",3.14314840865748e-06
"147007","TMEM199","transmembrane protein 199",3.15343590462369e-06
"6645","SNTB2","syntrophin beta 2",3.15450052768007e-06
"631","BFSP1","beaded filament structural protein 1",3.15697014474647e-06
"440829","SHISA8","shisa family member 8",3.1609917878761e-06
"2319","FLOT2","flotillin 2",3.16546990053457e-06
"51340","CRNKL1","crooked neck pre-mRNA splicing factor 1",3.17594765320006e-06
"79591","C10orf76","chromosome 10 open reading frame 76",3.18151695566371e-06
"4535","MT-ND1","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1",3.1908287713156e-06
"55729","ATF7IP","activating transcription factor 7 interacting protein",3.19356326350384e-06
"6430","SRSF5","serine and arginine rich splicing factor 5",3.20267291931131e-06
"55664","CDC37L1","cell division cycle 37 like 1",3.2149841188156e-06
"64284","RAB17","RAB17, member RAS oncogene family",3.21620024656966e-06
"161291","TMEM30B","transmembrane protein 30B",3.21865444874447e-06
"1997","ELF1","E74 like ETS transcription factor 1",3.22037857258817e-06
"928","CD9","CD9 molecule",3.22038302735805e-06
"9440","MED17","mediator complex subunit 17",3.22330399415982e-06
"64224","HERPUD2","HERPUD family member 2",3.23082983244571e-06
"23423","TMED3","transmembrane p24 trafficking protein 3",3.23138038971216e-06
"10983","CCNI","cyclin I",3.2586918918831e-06
"64759","TNS3","tensin 3",3.26630139935169e-06
"51804","SIX4","SIX homeobox 4",3.26660392557798e-06
"5032","P2RY11","purinergic receptor P2Y11",3.26830300179104e-06
"8454","CUL1","cullin 1",3.26892505131404e-06
"2348","FOLR1","folate receptor 1",3.27449156978243e-06
"967","CD63","CD63 molecule",3.27764872354308e-06
"51114","ZDHHC9","zinc finger DHHC-type containing 9",3.28435859087151e-06
"8322","FZD4","frizzled class receptor 4",3.30039178053632e-06
"55196","KIAA1551","KIAA1551",3.31603456382723e-06
"54830","NUP62CL","nucleoporin 62 C-terminal like",3.31808592757277e-06
"7159","TP53BP2","tumor protein p53 binding protein 2",3.31953297982857e-06
"5721","PSME2","proteasome activator subunit 2",3.32057789087514e-06
"4665","NAB2","NGFI-A binding protein 2",3.32508680245258e-06
"4329","ALDH6A1","aldehyde dehydrogenase 6 family member A1",3.3252117326299e-06
"301","ANXA1","annexin A1",3.32682505055359e-06
"55890","GPRC5C","G protein-coupled receptor class C group 5 member C",3.32811383429998e-06
"146433","IL34","interleukin 34",3.32979125206023e-06
"387119","CEP85L","centrosomal protein 85 like",3.33715119116285e-06
"79954","NOL10","nucleolar protein 10",3.3409249470262e-06
"54762","GRAMD1C","GRAM domain containing 1C",3.36015152013758e-06
"84986","ARHGAP19","Rho GTPase activating protein 19",3.36873022455109e-06
"388886","LRRC75B","leucine rich repeat containing 75B",3.37950115736341e-06
"5753","PTK6","protein tyrosine kinase 6",3.40710366564245e-06
"51257","MARCH2","membrane associated ring-CH-type finger 2",3.41699207018209e-06
"10962","MLLT11","MLLT11, transcription factor 7 cofactor",3.43577510419912e-06
"5599","MAPK8","mitogen-activated protein kinase 8",3.44470967283961e-06
"254065","BRWD3","bromodomain and WD repeat domain containing 3",3.45372050314374e-06
"6484","ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4",3.45722376515756e-06
"375616","KCP","kielin/chordin-like protein",3.46094280490039e-06
"157567","ANKRD46","ankyrin repeat domain 46",3.46106898074794e-06
"5681","PSKH1","protein serine kinase H1",3.47459716154574e-06
"10006","ABI1","abl interactor 1",3.4831095170329e-06
"93587","TRMT10A","tRNA methyltransferase 10A",3.48650284442975e-06
"84886","C1orf198","chromosome 1 open reading frame 198",3.4948851712624e-06
"91807","MYLK3","myosin light chain kinase 3",3.50973919394093e-06
"51100","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1",3.51209422411181e-06
"9685","CLINT1","clathrin interactor 1",3.51588760016952e-06
"22897","CEP164","centrosomal protein 164",3.52193641750542e-06
"3423","IDS","iduronate 2-sulfatase",3.52475585074785e-06
"6617","SNAPC1","small nuclear RNA activating complex polypeptide 1",3.5350153131386e-06
"8624","PSMG1","proteasome assembly chaperone 1",3.55145119423916e-06
"5829","PXN","paxillin",3.55437209997866e-06
"10635","RAD51AP1","RAD51 associated protein 1",3.55487199943383e-06
"55667","DENND4C","DENN domain containing 4C",3.56129501322133e-06
"100506100","AL441992.1","NULL",3.56273599522172e-06
"151613","TTC14","tetratricopeptide repeat domain 14",3.578374982105e-06
"8850","KAT2B","lysine acetyltransferase 2B",3.58020054602726e-06
"1777","DNASE2","deoxyribonuclease 2, lysosomal",3.59502849045512e-06
"5330","PLCB2","phospholipase C beta 2",3.59879776146155e-06
"4832","NME3","NME/NM23 nucleoside diphosphate kinase 3",3.64548255238351e-06
"79912","PYROXD1","pyridine nucleotide-disulphide oxidoreductase domain 1",3.64576643119285e-06
"119504","ANAPC16","anaphase promoting complex subunit 16",3.64766879179523e-06
"5359","PLSCR1","phospholipid scramblase 1",3.65124378232107e-06
"84836","ABHD14B","abhydrolase domain containing 14B",3.65774063737501e-06
"5101","PCDH9","protocadherin 9",3.66189217815283e-06
"1728","NQO1","NAD(P)H quinone dehydrogenase 1",3.66550663977172e-06
"55634","KRBOX4","KRAB box domain containing 4",3.68466437650206e-06
"129607","CMPK2","cytidine/uridine monophosphate kinase 2",3.69108217057601e-06
"9733","SART3","squamous cell carcinoma antigen recognized by T-cells 3",3.70468548704928e-06
"10781","ZNF266","zinc finger protein 266",3.71014110478463e-06
"330","BIRC3","baculoviral IAP repeat containing 3",3.71576729507606e-06
"51109","RDH11","retinol dehydrogenase 11 (all-trans/9-cis/11-cis)",3.71583639857676e-06
"3945","LDHB","lactate dehydrogenase B",3.71665039056168e-06
"64760","FAM160B2","family with sequence similarity 160 member B2",3.71745045479877e-06
"79663","HSPBAP1","HSPB1 associated protein 1",3.7223297262301e-06
"11147","HHLA3","HERV-H LTR-associating 3",3.72590405106621e-06
"10916","MAGED2","MAGE family member D2",3.72687763972035e-06
"5424","POLD1","DNA polymerase delta 1, catalytic subunit",3.72954336136377e-06
"65983","GRAMD2B","GRAM domain containing 2B",3.7369513031793e-06
"10087","COL4A3BP","collagen type IV alpha 3 binding protein",3.73897069461115e-06
"8669","EIF3J","eukaryotic translation initiation factor 3 subunit J",3.74194473740097e-06
"22949","PTGR1","prostaglandin reductase 1",3.75260681806378e-06
"23597","ACOT9","acyl-CoA thioesterase 9",3.80518327136592e-06
"7436","VLDLR","very low density lipoprotein receptor",3.84081694160265e-06
"10658","CELF1","CUGBP Elav-like family member 1",3.84204587033921e-06
"7813","EVI5","ecotropic viral integration site 5",3.8658700574068e-06
"6670","SP3","Sp3 transcription factor",3.90835366192999e-06
"27106","ARRDC2","arrestin domain containing 2",3.91030890589672e-06
"7392","USF2","upstream transcription factor 2, c-fos interacting",3.91348477091213e-06
"7145","TNS1","tensin 1",3.91544658251419e-06
"388969","C2orf68","chromosome 2 open reading frame 68",3.91954199008282e-06
"4820","NKTR","natural killer cell triggering receptor",3.92011367056355e-06
"23077","MYCBP2","MYC binding protein 2, E3 ubiquitin protein ligase",3.92700347551234e-06
"92249","LINC01278","long intergenic non-protein coding RNA 1278",3.9271614545866e-06
"374868","ATP9B","ATPase phospholipid transporting 9B (putative)",3.93418968691606e-06
"84263","HSDL2","hydroxysteroid dehydrogenase like 2",3.94194274810911e-06
"10475","TRIM38","tripartite motif containing 38",3.94485788945964e-06
"25780","RASGRP3","RAS guanyl releasing protein 3",3.95198942571007e-06
"53407","STX18","syntaxin 18",3.95375775918971e-06
"392465","GLOD5","glyoxalase domain containing 5",3.95622303561716e-06
"5744","PTHLH","parathyroid hormone like hormone",3.97290236187064e-06
"7037","TFRC","transferrin receptor",3.97588638234581e-06
"2196","FAT2","FAT atypical cadherin 2",4.00312148374216e-06
"2027","ENO3","enolase 3",4.01354582046931e-06
"10443","N4BP2L2","NEDD4 binding protein 2 like 2",4.02673055666103e-06
"137075","CLDN23","claudin 23",4.03303132900934e-06
"66008","TRAK2","trafficking kinesin protein 2",4.04920822660859e-06
"56606","SLC2A9","solute carrier family 2 member 9",4.05006487913528e-06
"5134","PDCD2","programmed cell death 2",4.05179177231929e-06
"23386","NUDCD3","NudC domain containing 3",4.05526351920926e-06
"146857","SLFN13","schlafen family member 13",4.06240533146196e-06
"166614","DCLK2","doublecortin like kinase 2",4.06411195852385e-06
"498","ATP5A1","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle",4.08012601749164e-06
"3416","IDE","insulin degrading enzyme",4.10066026768074e-06
"3801","KIFC3","kinesin family member C3",4.10309960929833e-06
"317762","CCDC85C","coiled-coil domain containing 85C",4.10456032784445e-06
"79017","GGCT","gamma-glutamylcyclotransferase",4.12165777441409e-06
"5641","LGMN","legumain",4.13271765475898e-06
"51293","CD320","CD320 molecule",4.14295457129565e-06
"79228","THOC6","THO complex 6",4.14856075425796e-06
"9788","MTSS1","MTSS1, I-BAR domain containing",4.15007353060659e-06
"84988","PPP1R16A","protein phosphatase 1 regulatory subunit 16A",4.16229859911965e-06
"79837","PIP4K2C","phosphatidylinositol-5-phosphate 4-kinase type 2 gamma",4.16700280980731e-06
"79038","ZFYVE21","zinc finger FYVE-type containing 21",4.17397674601361e-06
"130872","AHSA2","activator of HSP90 ATPase homolog 2",4.1754100872371e-06
"339123","JMJD8","jumonji domain containing 8",4.18485438169469e-06
"55051","NRDE2","NRDE-2, necessary for RNA interference, domain containing",4.18544415814459e-06
"78999","LRFN4","leucine rich repeat and fibronectin type III domain containing 4",4.19423577624478e-06
"241","ALOX5AP","arachidonate 5-lipoxygenase activating protein",4.20253993249631e-06
"400961","PAIP2B","poly(A) binding protein interacting protein 2B",4.2111703286718e-06
"8568","RRP1","ribosomal RNA processing 1",4.21228706026788e-06
"10787","NCKAP1","NCK associated protein 1",4.21350792345621e-06
"9218","VAPA","VAMP associated protein A",4.22019380774685e-06
"81846","SBF2","SET binding factor 2",4.22113311626671e-06
"5874","RAB27B","RAB27B, member RAS oncogene family",4.22417194234637e-06
"64395","GMCL1","germ cell-less, spermatogenesis associated 1",4.22466390248566e-06
"9658","ZNF516","zinc finger protein 516",4.23060941823206e-06
"4481","MSR1","macrophage scavenger receptor 1",4.23248779246599e-06
"1448","CSN3","casein kappa",4.23868046883769e-06
"8502","PKP4","plakophilin 4",4.25018232819152e-06
"59277","NTN4","netrin 4",4.25101826895258e-06
"196294","IMMP1L","inner mitochondrial membrane peptidase subunit 1",4.25348706190043e-06
"9169","SCAF11","SR-related CTD associated factor 11",4.26644934026221e-06
"7703","PCGF2","polycomb group ring finger 2",4.26698680544568e-06
"27236","ARFIP1","ADP ribosylation factor interacting protein 1",4.26801283825995e-06
"440836","ODF3B","outer dense fiber of sperm tails 3B",4.27019575122145e-06
"55193","PBRM1","polybromo 1",4.27402396652177e-06
"55088","CCDC186","coiled-coil domain containing 186",4.28323929646535e-06
"57045","TWSG1","twisted gastrulation BMP signaling modulator 1",4.28870507762635e-06
"54810","GIPC2","GIPC PDZ domain containing family member 2",4.29363345100242e-06
"6039","RNASE6","ribonuclease A family member k6",4.29408527558017e-06
"375035","SFT2D2","SFT2 domain containing 2",4.29867009898999e-06
"51642","MRPL48","mitochondrial ribosomal protein L48",4.30373482895874e-06
"84519","ACRBP","acrosin binding protein",4.30917658000851e-06
"79966","SCD5","stearoyl-CoA desaturase 5",4.32882506684606e-06
"100101267","POM121C","POM121 transmembrane nucleoporin C",4.32888614532168e-06
"7249","TSC2","tuberous sclerosis 2",4.33253404641398e-06
"3930","LBR","lamin B receptor",4.33280937595093e-06
"55034","MOCOS","molybdenum cofactor sulfurase",4.33984894443462e-06
"23033","DOPEY1","dopey family member 1",4.35071331783554e-06
"5979","RET","ret proto-oncogene",4.37116781637492e-06
"3712","IVD","isovaleryl-CoA dehydrogenase",4.38657426760081e-06
"80005","DOCK5","dedicator of cytokinesis 5",4.39049695977189e-06
"51194","IPO11","importin 11",4.39847180377928e-06
"4285","MIPEP","mitochondrial intermediate peptidase",4.43133788508021e-06
"1184","CLCN5","chloride voltage-gated channel 5",4.45590403108653e-06
"51550","CINP","cyclin dependent kinase 2 interacting protein",4.46275250265415e-06
"56963","RGMA","repulsive guidance molecule family member a",4.46484696525751e-06
"4582","MUC1","mucin 1, cell surface associated",4.47432783612367e-06
"563","AZGP1","alpha-2-glycoprotein 1, zinc-binding",4.47470061470945e-06
"1374","CPT1A","carnitine palmitoyltransferase 1A",4.49113417677616e-06
"84134","TOMM40L","translocase of outer mitochondrial membrane 40 like",4.4920383159841e-06
"155061","ZNF746","zinc finger protein 746",4.49623999432269e-06
"127002","ATXN7L2","ataxin 7 like 2",4.49681919856282e-06
"956","ENTPD3","ectonucleoside triphosphate diphosphohydrolase 3",4.52151533358869e-06
"5095","PCCA","propionyl-CoA carboxylase alpha subunit",4.52176041498831e-06
"388588","SMIM1","small integral membrane protein 1 (Vel blood group)",4.52706847664519e-06
"55353","LAPTM4B","lysosomal protein transmembrane 4 beta",4.53525718158154e-06
"93974","ATPIF1","ATPase inhibitory factor 1",4.5577189118351e-06
"114327","EFHC1","EF-hand domain containing 1",4.55871089877213e-06
"64410","KLHL25","kelch like family member 25",4.57028852773878e-06
"147184","TMEM99","transmembrane protein 99",4.57533382547393e-06
"2194","FASN","fatty acid synthase",4.60412531255727e-06
"6271","S100A1","S100 calcium binding protein A1",4.61972472753924e-06
"131118","DNAJC19","DnaJ heat shock protein family (Hsp40) member C19",4.62316453853084e-06
"23528","ZNF281","zinc finger protein 281",4.62749571927823e-06
"9637","FEZ2","fasciculation and elongation protein zeta 2",4.63033779385391e-06
"8808","IL1RL2","interleukin 1 receptor like 2",4.65980256270093e-06
"196383","RILPL2","Rab interacting lysosomal protein like 2",4.66655352759915e-06
"153241","CEP120","centrosomal protein 120",4.67235987122727e-06
"6890","TAP1","transporter 1, ATP binding cassette subfamily B member",4.67240541324188e-06
"1290","COL5A2","collagen type V alpha 2 chain",4.68008509302287e-06
"7780","SLC30A2","solute carrier family 30 member 2",4.69358952748244e-06
"6603","SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",4.70071038427555e-06
"79613","TANGO6","transport and golgi organization 6 homolog",4.73188755267806e-06
"56180","MOSPD1","motile sperm domain containing 1",4.7323249902087e-06
"51280","GOLM1","golgi membrane protein 1",4.73496284514319e-06
"87769","GGACT","gamma-glutamylamine cyclotransferase",4.73901142905575e-06
"23291","FBXW11","F-box and WD repeat domain containing 11",4.74262749849963e-06
