"EntrezID","Symbol","Description","P value"
"340152","ZC3H12D","zinc finger CCCH-type containing 12D",1.77049169780563e-05
"3119","HLA-DQB1","major histocompatibility complex, class II, DQ beta 1",1.78329989307668e-05
"220213","OTUD1","OTU deubiquitinase 1",1.78984426093542e-05
"64419","MTMR14","myotubularin related protein 14",1.79129890217622e-05
"22900","CARD8","caspase recruitment domain family member 8",1.79683633833028e-05
"57669","EPB41L5","erythrocyte membrane protein band 4.1 like 5",1.79988976747314e-05
"192670","AGO4","argonaute 4, RISC catalytic component",1.8060713804724e-05
"400954","EML6","echinoderm microtubule associated protein like 6",1.82454274599841e-05
"199746","U2AF1L4","U2 small nuclear RNA auxiliary factor 1 like 4",1.82460658926242e-05
"64963","MRPS11","mitochondrial ribosomal protein S11",1.82543254838574e-05
"84225","ZMYND15","zinc finger MYND-type containing 15",1.8270717483615e-05
"5797","PTPRM","protein tyrosine phosphatase, receptor type M",1.82715787868659e-05
"10114","HIPK3","homeodomain interacting protein kinase 3",1.82851768550929e-05
"64282","PAPD5","poly(A) RNA polymerase D5, non-canonical",1.83978497758641e-05
"56413","LTB4R2","leukotriene B4 receptor 2",1.83987398825192e-05
"100113407","TMEM170B","transmembrane protein 170B",1.84749136463713e-05
"1622","DBI","diazepam binding inhibitor, acyl-CoA binding protein",1.84819462163421e-05
"56899","ANKS1B","ankyrin repeat and sterile alpha motif domain containing 1B",1.85179933666069e-05
"25814","ATXN10","ataxin 10",1.85300990582782e-05
"10056","FARSB","phenylalanyl-tRNA synthetase beta subunit",1.8668940454436e-05
"677796","SNORA5C","small nucleolar RNA, H/ACA box 5C",1.88135698535596e-05
"5191","PEX7","peroxisomal biogenesis factor 7",1.89354169158884e-05
"3588","IL10RB","interleukin 10 receptor subunit beta",1.89972237838454e-05
"5805","PTS","6-pyruvoyltetrahydropterin synthase",1.89986258218866e-05
"23636","NUP62","nucleoporin 62",1.91077007183349e-05
"11064","CNTRL","centriolin",1.91124570975143e-05
"11021","RAB35","RAB35, member RAS oncogene family",1.93442460114657e-05
"151188","ARL6IP6","ADP ribosylation factor like GTPase 6 interacting protein 6",1.94984478234517e-05
"55256","ADI1","acireductone dioxygenase 1",1.96207527856096e-05
"1535","CYBA","cytochrome b-245 alpha chain",1.966100805606e-05
"2306","FOXD2","forkhead box D2",1.98591808624471e-05
"96459","FNIP1","folliculin interacting protein 1",1.99648416894238e-05
"8876","VNN1","vanin 1",2.01913670692111e-05
"9404","LPXN","leupaxin",2.02164831771823e-05
"10965","ACOT2","acyl-CoA thioesterase 2",2.02461911206209e-05
"55238","SLC38A7","solute carrier family 38 member 7",2.02758257190627e-05
"10443","N4BP2L2","NEDD4 binding protein 2 like 2",2.0289996152334e-05
"23179","RGL1","ral guanine nucleotide dissociation stimulator like 1",2.03169923600477e-05
"8454","CUL1","cullin 1",2.03277580639316e-05
"9727","RAB11FIP3","RAB11 family interacting protein 3",2.03848288178321e-05
"285513","GPRIN3","GPRIN family member 3",2.03895994981274e-05
"55596","ZCCHC8","zinc finger CCHC-type containing 8",2.04128779559554e-05
"375341","C3orf62","chromosome 3 open reading frame 62",2.04725941608253e-05
"112770","GLMP","glycosylated lysosomal membrane protein",2.04973828970001e-05
"522","ATP5J","ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6",2.05251653415672e-05
"84848","MIR503HG","MIR503 host gene",2.05643615212026e-05
"8573","CASK","calcium/calmodulin dependent serine protein kinase",2.06682194453522e-05
"5858","PZP","PZP, alpha-2-macroglobulin like",2.06899844639175e-05
"4597","MVD","mevalonate diphosphate decarboxylase",2.074390760054e-05
"54520","CCDC93","coiled-coil domain containing 93",2.07537896987908e-05
"26140","TTLL3","tubulin tyrosine ligase like 3",2.07673845703527e-05
"9208","LRRFIP1","LRR binding FLII interacting protein 1",2.07917679621028e-05
"140885","SIRPA","signal regulatory protein alpha",2.09948837657237e-05
"136895","C7orf31","chromosome 7 open reading frame 31",2.10100799040713e-05
"81788","NUAK2","NUAK family kinase 2",2.10572482277627e-05
"115426","UHRF2","ubiquitin like with PHD and ring finger domains 2",2.10685004291555e-05
"1385","CREB1","cAMP responsive element binding protein 1",2.10885222931001e-05
"81671","VMP1","vacuole membrane protein 1",2.11955976341383e-05
"863","CBFA2T3","CBFA2/RUNX1 translocation partner 3",2.1231926998877e-05
"54103","GSAP","gamma-secretase activating protein",2.12403366142144e-05
"10947","AP3M2","adaptor related protein complex 3 mu 2 subunit",2.12960093322057e-05
"85376","RIMBP3","RIMS binding protein 3",2.13544473204319e-05
"255919","CNEP1R1","CTD nuclear envelope phosphatase 1 regulatory subunit 1",2.1368548204892e-05
"93978","CLEC6A","C-type lectin domain containing 6A",2.14249179772974e-05
"23547","LILRA4","leukocyte immunoglobulin like receptor A4",2.14262926493403e-05
"683","BST1","bone marrow stromal cell antigen 1",2.15133760040898e-05
"80709","AKNA","AT-hook transcription factor",2.15265088380212e-05
"25793","FBXO7","F-box protein 7",2.15284288714868e-05
"10287","RGS19","regulator of G protein signaling 19",2.1551223590377e-05
"440345","NPIPB4","nuclear pore complex interacting protein family member B4",2.16018682952512e-05
"6059","ABCE1","ATP binding cassette subfamily E member 1",2.16461349333841e-05
"27236","ARFIP1","ADP ribosylation factor interacting protein 1",2.16495736391487e-05
"85025","TMEM60","transmembrane protein 60",2.16980700216141e-05
"51303","FKBP11","FK506 binding protein 11",2.17627859078195e-05
"9805","SCRN1","secernin 1",2.17980011353314e-05
"4249","MGAT5","mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase",2.19661538918281e-05
"55197","RPRD1A","regulation of nuclear pre-mRNA domain containing 1A",2.20008063545052e-05
"10577","NPC2","NPC intracellular cholesterol transporter 2",2.20294943814592e-05
"9988","DMTF1","cyclin D binding myb like transcription factor 1",2.20884185061498e-05
"8831","SYNGAP1","synaptic Ras GTPase activating protein 1",2.21015128547553e-05
"23765","IL17RA","interleukin 17 receptor A",2.2152700674738e-05
"100505746","ITGB2-AS1","ITGB2 antisense RNA 1",2.21973923906216e-05
"5530","PPP3CA","protein phosphatase 3 catalytic subunit alpha",2.22045971449703e-05
"8076","MFAP5","microfibril associated protein 5",2.22051209749496e-05
"51284","TLR7","toll like receptor 7",2.22099375368767e-05
"6368","CCL23","C-C motif chemokine ligand 23",2.22158247604742e-05
"79173","C19orf57","chromosome 19 open reading frame 57",2.22176866493395e-05
"116841","SNAP47","synaptosome associated protein 47",2.22365109947553e-05
"7163","TPD52","tumor protein D52",2.22448900034644e-05
"7566","ZNF18","zinc finger protein 18",2.22623097694274e-05
"79177","ZNF576","zinc finger protein 576",2.23915474726333e-05
"5184","PEPD","peptidase D",2.24448339460892e-05
"4170","MCL1","MCL1, BCL2 family apoptosis regulator",2.24631416443355e-05
"285908","LINC00174","long intergenic non-protein coding RNA 174",2.24683287060046e-05
"7357","UGCG","UDP-glucose ceramide glucosyltransferase",2.25591766385147e-05
"130872","AHSA2","activator of HSP90 ATPase homolog 2",2.28034681216682e-05
"3101","HK3","hexokinase 3",2.28741124270737e-05
"10518","CIB2","calcium and integrin binding family member 2",2.30242927603541e-05
"170384","FUT11","fucosyltransferase 11",2.30529557878612e-05
"7291","TWIST1","twist family bHLH transcription factor 1",2.3086112416193e-05
"162466","PHOSPHO1","phosphoethanolamine/phosphocholine phosphatase",2.32021512258651e-05
"57713","SFMBT2","Scm-like with four mbt domains 2",2.3253681983304e-05
"4076","CAPRIN1","cell cycle associated protein 1",2.32713147874097e-05
"4650","MYO9B","myosin IXB",2.33211226987606e-05
"64135","IFIH1","interferon induced with helicase C domain 1",2.33746291952164e-05
"22801","ITGA11","integrin subunit alpha 11",2.3390886748631e-05
"80301","PLEKHO2","pleckstrin homology domain containing O2",2.34559960634595e-05
"9962","SLC23A2","solute carrier family 23 member 2",2.35085613765618e-05
"64081","PBLD","phenazine biosynthesis like protein domain containing",2.35149876260943e-05
"80221","ACSF2","acyl-CoA synthetase family member 2",2.35796505705377e-05
"10385","BTN2A2","butyrophilin subfamily 2 member A2",2.36444111666456e-05
"10019","SH2B3","SH2B adaptor protein 3",2.36541859144346e-05
"127623","OR2B11","olfactory receptor family 2 subfamily B member 11",2.36760045100315e-05
"4126","MANBA","mannosidase beta",2.36787256560067e-05
"9363","RAB33A","RAB33A, member RAS oncogene family",2.37299083033493e-05
"4790","NFKB1","nuclear factor kappa B subunit 1",2.3885099875276e-05
"6780","STAU1","staufen double-stranded RNA binding protein 1",2.39520129681203e-05
"81831","NETO2","neuropilin and tolloid like 2",2.40359428813619e-05
"10116","FEM1B","fem-1 homolog B",2.40641422548649e-05
"57224","NHSL1","NHS like 1",2.40969512544931e-05
"3092","HIP1","huntingtin interacting protein 1",2.41334557689044e-05
"91752","ZNF804A","zinc finger protein 804A",2.41649005223721e-05
"375307","CATIP","ciliogenesis associated TTC17 interacting protein",2.4196473048077e-05
"7328","UBE2H","ubiquitin conjugating enzyme E2 H",2.42955404116119e-05
"8497","PPFIA4","PTPRF interacting protein alpha 4",2.43084918578607e-05
"8942","KYNU","kynureninase",2.43395321342099e-05
"2312","FLG","filaggrin",2.43595521214335e-05
"8562","DENR","density regulated re-initiation and release factor",2.43986751966574e-05
"126068","ZNF441","zinc finger protein 441",2.44973465238774e-05
"2896","GRN","granulin precursor",2.45572227803859e-05
"55114","ARHGAP17","Rho GTPase activating protein 17",2.47791931716757e-05
"25957","PNISR","PNN interacting serine and arginine rich protein",2.47817294800612e-05
"55793","MINDY1","MINDY lysine 48 deubiquitinase 1",2.48283493533563e-05
"5133","PDCD1","programmed cell death 1",2.48336312417274e-05
"8662","EIF3B","eukaryotic translation initiation factor 3 subunit B",2.48771594940633e-05
"51100","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1",2.48909036005829e-05
"146850","PIK3R6","phosphoinositide-3-kinase regulatory subunit 6",2.50029015307351e-05
"64224","HERPUD2","HERPUD family member 2",2.52199286148169e-05
"399888","FAM180B","family with sequence similarity 180 member B",2.52253875526742e-05
"10987","COPS5","COP9 signalosome subunit 5",2.52706655907708e-05
"64744","SMAP2","small ArfGAP2",2.53954353857111e-05
"57693","ZNF317","zinc finger protein 317",2.54066821843146e-05
"50856","CLEC4A","C-type lectin domain family 4 member A",2.54191228070688e-05
"167465","ZNF366","zinc finger protein 366",2.5443157726901e-05
"2582","GALE","UDP-galactose-4-epimerase",2.54451410963696e-05
"64420","SUSD1","sushi domain containing 1",2.54929843499507e-05
"23313","KIAA0930","KIAA0930",2.55396436816824e-05
"102724804","AP003548.1","NULL",2.55589561632963e-05
"100507437","AL928654.2","NULL",2.56051403145774e-05
"9801","MRPL19","mitochondrial ribosomal protein L19",2.56167716506939e-05
"84766","CRACR2A","calcium release activated channel regulator 2A",2.56242790748207e-05
"9145","SYNGR1","synaptogyrin 1",2.56264955180718e-05
"113452","TMEM54","transmembrane protein 54",2.57714432387868e-05
"648791","PPP1R3G","protein phosphatase 1 regulatory subunit 3G",2.58519885729669e-05
"5045","FURIN","furin, paired basic amino acid cleaving enzyme",2.58901128977751e-05
"162989","DEDD2","death effector domain containing 2",2.59335482429845e-05
"55364","IMPACT","impact RWD domain protein",2.59659258032841e-05
"400","ARL1","ADP ribosylation factor like GTPase 1",2.59945938703154e-05
"94","ACVRL1","activin A receptor like type 1",2.60869316017764e-05
"2876","GPX1","glutathione peroxidase 1",2.61335079660974e-05
"427","ASAH1","N-acylsphingosine amidohydrolase 1",2.61529574707708e-05
"9909","DENND4B","DENN domain containing 4B",2.61573504006796e-05
"2581","GALC","galactosylceramidase",2.61849374958434e-05
"1379","CR1L","complement C3b/C4b receptor 1 like",2.63428318618697e-05
"54796","BNC2","basonuclin 2",2.6456085759019e-05
"3104","ZBTB48","zinc finger and BTB domain containing 48",2.64916328290843e-05
"10809","STARD10","StAR related lipid transfer domain containing 10",2.65137222713596e-05
"79973","ZNF442","zinc finger protein 442",2.65377044516013e-05
"7779","SLC30A1","solute carrier family 30 member 1",2.65646869455072e-05
"25816","TNFAIP8","TNF alpha induced protein 8",2.68704676027465e-05
"7351","UCP2","uncoupling protein 2",2.68729321917238e-05
"2117","ETV3","ETS variant 3",2.7012909610491e-05
"10154","PLXNC1","plexin C1",2.70184105142235e-05
"79649","MAP7D3","MAP7 domain containing 3",2.70515526080706e-05
"10004","NAALADL1","N-acetylated alpha-linked acidic dipeptidase like 1",2.70552775769595e-05
"64979","MRPL36","mitochondrial ribosomal protein L36",2.71166819871826e-05
"1876","E2F6","E2F transcription factor 6",2.71660962252174e-05
"283933","ZNF843","zinc finger protein 843",2.72749163673369e-05
"693155","MIR570","microRNA 570",2.74383581563287e-05
"2760","GM2A","GM2 ganglioside activator",2.75276899710519e-05
"5305","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha",2.78123920217643e-05
"55357","TBC1D2","TBC1 domain family member 2",2.78192199569816e-05
"55180","LINS1","lines homolog 1",2.78477641000308e-05
"285463","CTBP1-AS","CTBP1 antisense RNA",2.78530723223369e-05
"7975","MAFK","MAF bZIP transcription factor K",2.79348087175446e-05
"9861","PSMD6","proteasome 26S subunit, non-ATPase 6",2.80549114191064e-05
"8887","TAX1BP1","Tax1 binding protein 1",2.80569805239939e-05
"10810","WASF3","WAS protein family member 3",2.81512265314365e-05
"79728","PALB2","partner and localizer of BRCA2",2.81859705738574e-05
"4033","LRMP","lymphoid restricted membrane protein",2.82267826244853e-05
"27040","LAT","linker for activation of T-cells",2.82419666088884e-05
"51127","TRIM17","tripartite motif containing 17",2.82633286103895e-05
"5747","PTK2","protein tyrosine kinase 2",2.8270868892788e-05
"219988","PATL1","PAT1 homolog 1, processing body mRNA decay factor",2.83103065690238e-05
"25895","EEF1AKMT3","EEF1A lysine methyltransferase 3",2.84449437157885e-05
"10367","MICU1","mitochondrial calcium uptake 1",2.84884082004666e-05
"22836","RHOBTB3","Rho related BTB domain containing 3",2.84884334544877e-05
"55762","ZNF701","zinc finger protein 701",2.84939578031329e-05
"23008","KLHDC10","kelch domain containing 10",2.85273092570648e-05
"89781","HPS4","HPS4, biogenesis of lysosomal organelles complex 3 subunit 2",2.86660366888292e-05
"51575","ESF1","ESF1 nucleolar pre-rRNA processing protein homolog",2.87033317534213e-05
"133522","PPARGC1B","PPARG coactivator 1 beta",2.87514656832633e-05
"653677","SEC1P","secretory blood group 1, pseudogene",2.89574572094331e-05
"3299","HSF4","heat shock transcription factor 4",2.89847522896292e-05
"2000","ELF4","E74 like ETS transcription factor 4",2.90606371731172e-05
"84897","TBRG1","transforming growth factor beta regulator 1",2.90675908349858e-05
"9368","SLC9A3R1","SLC9A3 regulator 1",2.92312383978199e-05
"169044","COL22A1","collagen type XXII alpha 1 chain",2.93152044235079e-05
"9841","ZBTB24","zinc finger and BTB domain containing 24",2.93212879260984e-05
"374470","C12orf42","chromosome 12 open reading frame 42",2.93647250977358e-05
"1500","CTNND1","catenin delta 1",2.94452909822551e-05
"163589","TDRD5","tudor domain containing 5",2.94729581622466e-05
"8778","SIGLEC5","sialic acid binding Ig like lectin 5",2.95359800904782e-05
"1845","DUSP3","dual specificity phosphatase 3",2.97612633805011e-05
"100048912","CDKN2B-AS1","CDKN2B antisense RNA 1",2.99769287612772e-05
"4190","MDH1","malate dehydrogenase 1",2.99954612412723e-05
"84460","ZMAT1","zinc finger matrin-type 1",3.00084248326948e-05
"63940","GPSM3","G protein signaling modulator 3",3.00361403511307e-05
"4316","MMP7","matrix metallopeptidase 7",3.00694304207205e-05
"54734","RAB39A","RAB39A, member RAS oncogene family",3.00866884480611e-05
"10678","B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",3.01081859322982e-05
"3419","IDH3A","isocitrate dehydrogenase 3 (NAD(+)) alpha",3.01253854200212e-05
"8802","SUCLG1","succinate-CoA ligase alpha subunit",3.01254329382328e-05
"92703","TMEM183A","transmembrane protein 183A",3.01355193143005e-05
"80006","TRAPPC13","trafficking protein particle complex 13",3.02050779150687e-05
"64857","PLEKHG2","pleckstrin homology and RhoGEF domain containing G2",3.03093298468227e-05
"54877","ZCCHC2","zinc finger CCHC-type containing 2",3.04437065589136e-05
"51333","ZNF771","zinc finger protein 771",3.04920316800406e-05
"6850","SYK","spleen associated tyrosine kinase",3.05786481469283e-05
"23493","HEY2","hes related family bHLH transcription factor with YRPW motif 2",3.07357509774508e-05
"51084","CRYL1","crystallin lambda 1",3.08883992531372e-05
"5869","RAB5B","RAB5B, member RAS oncogene family",3.09197523300497e-05
"146227","BEAN1","brain expressed associated with NEDD4 1",3.09354443883691e-05
"285521","COX18","COX18, cytochrome c oxidase assembly factor",3.10249456022538e-05
"401289","LINC01624","long intergenic non-protein coding RNA 1624",3.10251983763887e-05
"8554","PIAS1","protein inhibitor of activated STAT 1",3.10567965565722e-05
"5239","PGM5","phosphoglucomutase 5",3.10922370978517e-05
"4780","NFE2L2","nuclear factor, erythroid 2 like 2",3.11874151517344e-05
"11132","CAPN10","calpain 10",3.12288993424836e-05
"54947","LPCAT2","lysophosphatidylcholine acyltransferase 2",3.12452502801985e-05
"91603","ZNF830","zinc finger protein 830",3.13070908464219e-05
"286101","ZNF252P","zinc finger protein 252, pseudogene",3.13258151842799e-05
"2907","GRINA","glutamate ionotropic receptor NMDA type subunit associated protein 1",3.1535539571137e-05
"9093","DNAJA3","DnaJ heat shock protein family (Hsp40) member A3",3.16540026759071e-05
"84959","UBASH3B","ubiquitin associated and SH3 domain containing B",3.19006975962877e-05
"23780","APOL2","apolipoprotein L2",3.19938494337535e-05
"2746","GLUD1","glutamate dehydrogenase 1",3.20164346250262e-05
"7764","ZNF217","zinc finger protein 217",3.20734006016288e-05
"7812","CSDE1","cold shock domain containing E1",3.20735928455163e-05
"434","ASIP","agouti signaling protein",3.21126157141194e-05
"81873","ARPC5L","actin related protein 2/3 complex subunit 5 like",3.21755447857397e-05
"5711","PSMD5","proteasome 26S subunit, non-ATPase 5",3.22156216636671e-05
"203197","TMEM268","transmembrane protein 268",3.23454256730971e-05
"4644","MYO5A","myosin VA",3.24034685760255e-05
"3303","HSPA1A","heat shock protein family A (Hsp70) member 1A",3.24110268894451e-05
"9589","WTAP","WT1 associated protein",3.26071397258598e-05
"11190","CEP250","centrosomal protein 250",3.26837590707285e-05
"91461","PKDCC","protein kinase domain containing, cytoplasmic",3.27053604725069e-05
"84769","MPV17L2","MPV17 mitochondrial inner membrane protein like 2",3.27172586691571e-05
"79632","FAM184A","family with sequence similarity 184 member A",3.31111564708664e-05
"51021","MRPS16","mitochondrial ribosomal protein S16",3.31131977224786e-05
"7181","NR2C1","nuclear receptor subfamily 2 group C member 1",3.32820312125559e-05
"148156","ZNF558","zinc finger protein 558",3.3297728670556e-05
"374879","ZNF699","zinc finger protein 699",3.33549509643483e-05
"2526","FUT4","fucosyltransferase 4",3.36044203862462e-05
"1653","DDX1","DEAD-box helicase 1",3.37417809064267e-05
"100874190","SAMSN1-AS1","SAMSN1 antisense RNA 1",3.37526634335283e-05
"1660","DHX9","DExH-box helicase 9",3.37661946528955e-05
"9419","CRIPT","CXXC repeat containing interactor of PDZ3 domain",3.37770958482864e-05
"10226","PLIN3","perilipin 3",3.37800850396253e-05
"25853","DCAF12","DDB1 and CUL4 associated factor 12",3.37948721382819e-05
"10863","ADAM28","ADAM metallopeptidase domain 28",3.39367209125641e-05
"79605","PGBD5","piggyBac transposable element derived 5",3.39697707570918e-05
"27258","LSM3","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",3.40453056240086e-05
"9765","ZFYVE16","zinc finger FYVE-type containing 16",3.4054752799495e-05
"55743","CHFR","checkpoint with forkhead and ring finger domains",3.41569005253284e-05
"115727","RASGRP4","RAS guanyl releasing protein 4",3.41853900859279e-05
"283547","LINC00639","long intergenic non-protein coding RNA 639",3.42037268337148e-05
"2968","GTF2H4","general transcription factor IIH subunit 4",3.42305438154611e-05
"53407","STX18","syntaxin 18",3.42632177408042e-05
"9217","VAPB","VAMP associated protein B and C",3.42710127609891e-05
"64127","NOD2","nucleotide binding oligomerization domain containing 2",3.4330187216991e-05
"100188949","LINC00426","long intergenic non-protein coding RNA 426",3.4367486248188e-05
"11022","TDRKH","tudor and KH domain containing",3.44605070942139e-05
"64764","CREB3L2","cAMP responsive element binding protein 3 like 2",3.4482919962997e-05
"9732","DOCK4","dedicator of cytokinesis 4",3.46817216527739e-05
"9448","MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4",3.47307037998901e-05
"3385","ICAM3","intercellular adhesion molecule 3",3.48445659434926e-05
"6284","S100A13","S100 calcium binding protein A13",3.48817348849728e-05
"5500","PPP1CB","protein phosphatase 1 catalytic subunit beta",3.48880410143693e-05
"55299","BRIX1","BRX1, biogenesis of ribosomes",3.49707233106011e-05
"11108","PRDM4","PR/SET domain 4",3.49916189698041e-05
"375061","FAM89A","family with sequence similarity 89 member A",3.51270948080185e-05
"51744","CD244","CD244 molecule",3.51452283238185e-05
"629","CFB","complement factor B",3.51888834184688e-05
"55177","RMDN3","regulator of microtubule dynamics 3",3.52040859306069e-05
"27185","DISC1","disrupted in schizophrenia 1",3.52291368289626e-05
"51524","TMEM138","transmembrane protein 138",3.52472026186046e-05
"84243","ZDHHC18","zinc finger DHHC-type containing 18",3.53624678771647e-05
"140578","CHODL","chondrolectin",3.53866041034046e-05
"5515","PPP2CA","protein phosphatase 2 catalytic subunit alpha",3.54162230638e-05
"27327","TNRC6A","trinucleotide repeat containing 6A",3.54394532158242e-05
"10617","STAMBP","STAM binding protein",3.54402595403869e-05
"571","BACH1","BTB domain and CNC homolog 1",3.54923112633188e-05
"10308","ZNF267","zinc finger protein 267",3.55093493404901e-05
"3956","LGALS1","galectin 1",3.55819572586125e-05
"3455","IFNAR2","interferon alpha and beta receptor subunit 2",3.56926575668659e-05
"340706","VWA2","von Willebrand factor A domain containing 2",3.5734794695097e-05
"117247","SLC16A10","solute carrier family 16 member 10",3.57989066348541e-05
"23129","PLXND1","plexin D1",3.58065066796698e-05
"64759","TNS3","tensin 3",3.58631759097561e-05
"6872","TAF1","TATA-box binding protein associated factor 1",3.58989014048738e-05
"4899","NRF1","nuclear respiratory factor 1",3.60409352642144e-05
"25798","BRI3","brain protein I3",3.60532068695019e-05
"4074","M6PR","mannose-6-phosphate receptor, cation dependent",3.61809668391055e-05
"113878","DTX2","deltex E3 ubiquitin ligase 2",3.62510646405578e-05
"64407","RGS18","regulator of G protein signaling 18",3.63889519909844e-05
"79876","UBA5","ubiquitin like modifier activating enzyme 5",3.6411253419133e-05
"3936","LCP1","lymphocyte cytosolic protein 1",3.65090554349523e-05
"9551","ATP5J2","ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2",3.66158738471789e-05
"100996455","AP003774.1","NULL",3.67408239262401e-05
"348645","C22orf34","chromosome 22 open reading frame 34",3.67826791646264e-05
"2771","GNAI2","G protein subunit alpha i2",3.68954113005859e-05
"79441","HAUS3","HAUS augmin like complex subunit 3",3.69061738132448e-05
"122809","SOCS4","suppressor of cytokine signaling 4",3.69775161185304e-05
"387921","NHLRC3","NHL repeat containing 3",3.70825345159531e-05
"647135","SRGAP2B","SLIT-ROBO Rho GTPase activating protein 2B",3.71893162993686e-05
"2523","FUT1","fucosyltransferase 1 (H blood group)",3.72365986370804e-05
"1075","CTSC","cathepsin C",3.7507506769896e-05
"7704","ZBTB16","zinc finger and BTB domain containing 16",3.76358939805366e-05
"647121","EMBP1","embigin pseudogene 1",3.76725470565553e-05
"23528","ZNF281","zinc finger protein 281",3.76974122497931e-05
"79026","AHNAK","AHNAK nucleoprotein",3.774976794646e-05
"101928770","LINC01526","long intergenic non-protein coding RNA 1526",3.77781937088706e-05
"84988","PPP1R16A","protein phosphatase 1 regulatory subunit 16A",3.77798163059273e-05
"353324","SPATA12","spermatogenesis associated 12",3.77975515101214e-05
"3065","HDAC1","histone deacetylase 1",3.78205900954942e-05
"100653515","CEP295NL","CEP295 N-terminal like",3.78283168721572e-05
"23166","STAB1","stabilin 1",3.78529248945547e-05
"221914","GPC2","glypican 2",3.79754287087586e-05
"27076","LYPD3","LY6/PLAUR domain containing 3",3.80034561010545e-05
"415116","PIM3","Pim-3 proto-oncogene, serine/threonine kinase",3.80037227096786e-05
"9444","QKI","QKI, KH domain containing RNA binding",3.80289002495093e-05
"2015","ADGRE1","adhesion G protein-coupled receptor E1",3.81031969931556e-05
"64342","HS1BP3","HCLS1 binding protein 3",3.81330601353369e-05
"29093","MRPL22","mitochondrial ribosomal protein L22",3.8183389784785e-05
"2332","FMR1","fragile X mental retardation 1",3.83487718427222e-05
"6364","CCL20","C-C motif chemokine ligand 20",3.83788598786738e-05
"11217","AKAP2","A-kinase anchoring protein 2",3.83830152013154e-05
"3758","KCNJ1","potassium voltage-gated channel subfamily J member 1",3.85399037657885e-05
"2889","RAPGEF1","Rap guanine nucleotide exchange factor 1",3.85434857648193e-05
"140711","TLDC2","TBC/LysM-associated domain containing 2",3.86264246339252e-05
"10479","SLC9A6","solute carrier family 9 member A6",3.88008992608935e-05
"55106","SLFN12","schlafen family member 12",3.88572161115208e-05
"133418","EMB","embigin",3.8871564080889e-05
"160760","PPTC7","PTC7 protein phosphatase homolog",3.88994988782532e-05
"23543","RBFOX2","RNA binding protein, fox-1 homolog 2",3.89143130213876e-05
"64858","DCLRE1B","DNA cross-link repair 1B",3.89211848754734e-05
"1378","CR1","complement C3b/C4b receptor 1 (Knops blood group)",3.8922061534219e-05
"9620","CELSR1","cadherin EGF LAG seven-pass G-type receptor 1",3.89696128078043e-05
"7349","UCN","urocortin",3.89955898774108e-05
"121599","SPIC","Spi-C transcription factor",3.90850145658428e-05
"136","ADORA2B","adenosine A2b receptor",3.90901697343571e-05
"1174","AP1S1","adaptor related protein complex 1 sigma 1 subunit",3.91691985364151e-05
"54851","ANKRD49","ankyrin repeat domain 49",3.91774061493377e-05
"1445","CSK","C-terminal Src kinase",3.92513910724146e-05
"387509","GPR153","G protein-coupled receptor 153",3.93047183464557e-05
"5042","PABPC3","poly(A) binding protein cytoplasmic 3",3.93426325233648e-05
"10000","AKT3","AKT serine/threonine kinase 3",3.9344265985175e-05
"51244","CCDC174","coiled-coil domain containing 174",3.93724686456043e-05
"123920","CMTM3","CKLF like MARVEL transmembrane domain containing 3",3.93802063110016e-05
"101927040","AC036214.1","NULL",3.95361171523501e-05
"29101","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase",3.95848522131148e-05
"123041","SLC24A4","solute carrier family 24 member 4",3.96145159085037e-05
"283899","INO80E","INO80 complex subunit E",3.96499298705999e-05
"9804","TOMM20","translocase of outer mitochondrial membrane 20",3.96887352728248e-05
"29796","UQCR10","ubiquinol-cytochrome c reductase, complex III subunit X",3.97121964621494e-05
"8567","MADD","MAP kinase activating death domain",3.9765993067431e-05
"347735","SERINC2","serine incorporator 2",3.98182657488366e-05
"2029","ENSA","endosulfine alpha",3.98242349823885e-05
"259173","ALS2CL","ALS2 C-terminal like",3.99639562200793e-05
"5464","PPA1","pyrophosphatase (inorganic) 1",4.00262868534007e-05
"56975","FAM20C","FAM20C, golgi associated secretory pathway kinase",4.0220716665984e-05
"7325","UBE2E2","ubiquitin conjugating enzyme E2 E2",4.02435188915362e-05
"51804","SIX4","SIX homeobox 4",4.02709968108095e-05
"66008","TRAK2","trafficking kinesin protein 2",4.02754864886612e-05
"11270","NRM","nurim (nuclear envelope membrane protein)",4.0318894406477e-05
"89845","ABCC10","ATP binding cassette subfamily C member 10",4.0348831834125e-05
"101929331","AL161785.1","NULL",4.0350682645629e-05
"55809","TRERF1","transcriptional regulating factor 1",4.05945169565936e-05
"55281","TMEM140","transmembrane protein 140",4.06984724430348e-05
"219699","UNC5B","unc-5 netrin receptor B",4.07002287658997e-05
