"GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term","Genes"
"GO:0051865",0.000137865404024535,2.32336793438396,28.5723745930136,45,80,"protein autoubiquitination","TRIM13, STUB1, RNF13, RNF157, UHRF2, RNF19B, RNF187, DTX3L, SH3RF2, DDB2, SASH1, HECTD1, LTN1, AMFR, RNF11, UBE2T, UHRF1, MDM2, TRIM37, NFX1, PRKN, RNF141, RNFT1, BFAR, MARCHF5, TRIM68, RNF220, RNF213, BARD1, MARCHF7, TRIM21, BRCA2, TRAF2, TRAF6, RNF208, UBE2A, BRCC3, OBI1, RNF122, RNF146, CUL3, TRIM52, CBL, RNF8, MTA1"
"GO:0006006",0.00231483390088252,2.28617902813299,18.5148448793506,29,52,"glucose metabolic process","TSTD1, GALM, CPT1A, MAPK14, DLAT, ENO3, WDTC1, G6PD, GAA, KBTBD2, GAPDH, SERP1, PGM2L1, HK1, HK2, KCNJ11, KCNQ1, LRP5, NPY1R, OAS1, DCXR, PDHA1, PDHB, PFKM, PIK3CA, PKM, PGM2, SORD, ADPGK"
"GO:0055076",0.00218650766467019,2.26081693220868,19.2585528139728,30,54,"transition metal ion homeostasis","SLC30A9, SLC31A1, SLC31A2, SLC30A7, COMMD1, SLC39A12, SLC39A6, CCDC22, APP, ARF1, MT1F, MT1G, MT1M, MT1X, MT2A, ATOX1, PRKN, CUTC, ATP7A, ATP7B, SLC39A4, PRNP, S100A8, SLC1A1, SLC30A1, SLC30A2, SLC39A7, AP3D1, COX19, SLC39A13"
"GO:0071479",0.00499784235089127,2.25871053040908,16.0538389254325,25,45,"cellular response to ionizing radiation","TANK, NET1, RAD51AP1, MAPK14, GADD45A, EEF1D, SIRT1, INTS7, GATA3, FBXO4, GRB2, IFI16, ITGB6, SWI5, LIG4, MGMT, INO80, BARD1, RAD1, RAD9A, FIGNL1, SFRP1, NUCKS1, BRCA2, BRCC3"
"GO:0090559",0.00221402722538697,2.25832166744439,19.2720742623494,30,54,"regulation of membrane permeability","PDCD6IP, BCL2L11, PPIF, CNP, CLDN3, ATF2, NAIF1, EYA2, HEBP2, MTOR, BBC3, BLOC1S2, TMEM102, CHCHD10, NMT1, F11R, LAPTM4B, MAPK8, BAD, BAX, BCL2L1, BID, BNIP3L, SPG7, LAPTM5, RTL10, ALKBH7, HIP1R, ATP5IF1, TJP2"
"GO:0010803",0.00500869460036444,2.25819608452455,16.0561630218688,25,45,"regulation of tumor necrosis factor-mediated signaling pathway","CARD16, RFFL, CYLD, ZNF675, HIPK1, F2RL1, CARD8, GAS6, NKIRAS2, NKIRAS1, PYCARD, GSTP1, IKBKB, NAIP, PIAS4, SPPL2B, PTPN2, SYK, TNFAIP3, TNFRSF1A, SHARPIN, SPHK1, H2BC11, NOL3, OTULIN"
"GO:1902743",0.00224334517750352,2.25570475007762,19.2863528502842,30,54,"regulation of lamellipodium organization","OCLN, ACTR3, ACTR2, ARPC2, ABI2, WASF2, NCKAP1, EPHA2, DMTN, KANK1, CYFIP1, CORO1C, MTOR, AUTS2, HSP90AA1, ARPIN, PLCE1, PIK3CA, PIK3R1, PLXNB3, ATP7A, CARMIL1, BRK1, BIN3, CORO1B, TWF1, RAC2, FSCN1, SRC, CDC42"
"GO:0006839",0.000343166211075687,2.24651885274701,27.0270990670813,42,76,"mitochondrial transport","BCL2L11, PPIF, ACAA2, STARD3, CNP, CPT1A, CPT2, ATF2, SLC25A10, NAIF1, EYA2, ABCB10, HEBP2, SLC25A30, MPV17L, BLOC1S2, TMEM102, SLC25A4, SLC25A5, SLC25A6, SLC25A24, HK2, HSPA1A, CHCHD10, TMEM14C, SLC35F6, PSEN1, BAD, BAK1, BCL2L1, BCS1L, BOK, SPG7, UCP2, RTL10, SLC25A16, SLC25A32, ALKBH7, NOL3, SLC25A14, HIP1R, SLC25A46"
"GO:1905515",0.000920310890754301,2.2412721544759,23.2150543568236,36,65,"non-motile cilium assembly","PIBF1, EXOC5, SEPTIN9, CEP250, CLCN4, TTC8, CSNK1D, DCTN1, ARL13B, MAPRE1, CEP131, TOGARAM1, ATMIN, C2CD3, IFT172, NPHP3, DISC1, KCNQ1, MAP4, WRAP73, PCM1, IFT57, IFT122, CENPJ, VANGL2, CC2D2A, IFT80, BBS2, BBS10, IFT74, CEP290, TMEM107, CEP89, GORAB, CEP135, CEP350"
"GO:0031532",0.00183032955790492,2.22728909156366,20.6794332521585,32,58,"actin cytoskeleton reorganization","CAPN10, CLDN3, CTTN, NRK, EPS8, THSD7A, TNIK, FLNA, RICTOR, SIPA1L1, AUTS2, ATP2C1, GRB2, PARVB, ANXA1, KIT, RHOA, MKLN1, MINK1, PAK1, PLEC, CDC42BPG, PARVA, PTK7, PTPN1, RALA, RAP2A, SHC1, EZR, MICALL2, DTNBP1, S1PR2"
"GO:0051881",0.00186604453916475,2.22368924607731,20.7007895753962,32,58,"regulation of mitochondrial membrane potential","RACK1, PRDX3, MLLT11, PARK7, CLIC1, PARP1, HEBP2, IFI6, PPA2, GCLM, MAPT, NDUFS1, P2RX7, PRKN, PPP2R3C, SLC25A36, BAK1, BAX, PYCR1, BCL2L1, PINK1, SOD1, SOD2, BOK, SRC, TSPO, UCP2, RTL10, RNF122, PANK2, SLC25A33, ATP5IF1"
"GO:0033209",0.00375448197783453,2.20452695000814,18.171732270387,28,51,"tumor necrosis factor-mediated signaling pathway","RRAGA, TNFSF13B, TRAF3IP2, CHUK, COMMD7, EIF5A, EXT1, PTK2B, FOXO3, CDIP1, BIRC2, BIRC3, JAK2, KRT18, LIMS1, NFKBIA, RELA, STAT1, TMSB4X, TNFRSF1B, TRAF1, TRAF3, TRAF5, TRAF6, CARD14, ACTN4, TRADD, TNFRSF14"
"GO:0007041",0.00376795467498095,2.20377676225139,18.1757273482959,28,51,"lysosomal transport","CLU, CLN3, HGSNAT, AP1G1, C9orf72, GGA3, AP3M1, GRN, PIK3R4, HSPA1A, HSPA8, IGF2R, LAMP1, LAMP2, LRP1, ARSB, NPC1, NAGPA, SPTBN5, ANKFY1, VPS53, CCDC91, USE1, PSAP, ALS2, VPS51, LAPTM5, NCOA4"
"GO:0070265",0.000713464871454897,2.20087342608425,25.3579824512996,39,71,"necrotic cell death","PPIF, RIPK3, TMEM123, PARP1, CYLD, GSDME, PGAM5, MLKL, HEBP2, IPMK, SLC25A4, BIRC2, BIRC3, IRF3, ITPK1, MAP3K5, ASAH1, COX2, MUTYH, NDUFC2, NINJ1, DDR2, TRPM7, PELI1, BAX, SLC6A6, BOK, TSPO, TRAF2, ZBP1, CASP6, ALKBH7, YBX3, RIPK1, FADD, CFLAR, NOL3, AIFM1, ARHGEF2"
"GO:0016574",0.00390291088597908,2.1963673656654,18.2148888030462,28,51,"histone ubiquitination","HUWE1, PARK7, LEO1, DTX3L, DDB1, DDB2, RNF168, USP22, SUZ12, UHRF1, TRIM37, UBR5, PAF1, RNF20, ATXN7L3, BARD1, RING1, RNF2, BMI1, SKP1, BRCA2, UBE2A, UBE2E1, OTUB2, BRCC3, CUL4B, PCGF1, RNF8"
"GO:0061726",0.000123736663813287,2.19501857743565,33.2153854643783,51,93,"mitochondrion disassembly","HDAC6, HUWE1, OPTN, HAX1, ATG7, WDR45, PARK7, SPATA18, MARK2, CTTN, ATG14, ARFIP2, FBXO7, FBXL4, GBA1, SLC25A4, SLC25A5, HIF1A, HK2, CISD2, PRKN, FIS1, SNX7, RETREG1, TOMM7, VPS13C, PARL, AMBRA1, TIGAR, USP36, ATG3, PINK1, BNIP3L, SREBF1, SREBF2, TAFAZZIN, TSPO, TSC2, VDAC1, FZD5, MAP1LC3B, ULK1, MAP1LC3A, USP30, ATG4D, SQSTM1, SLC25A46, ATP5IF1, ATG5, ATG13, LRBA"
"GO:0008380",0.000495291396554598,2.18279329608939,27.378453038674,42,77,"RNA splicing","PDCD7, SUGP2, IVNS1ABP, TCERG1, CLP1, CLASRP, ECD, SREK1, SNRNP48, ACIN1, ZC3H13, TARDBP, FAM98A, ZNF638, SREK1IP1, PRMT1, LGALS3, ARVCF, NONO, RTCB, RTRAF, NRDE2, PRPF38B, RBM28, PPP2CA, PPP2R1A, ZMAT5, THOC2, SUGP1, RRAGC, C2orf49, USB1, PRKRIP1, THOC7, PUS1, TAF15, TRPT1, PPP1R9B, THOC5, ZNF830, CIR1, THOC1"
"GO:0006414",0.00357082877480851,2.18017616017383,18.9291981678715,29,53,"translational elongation","TSFM, RACK1, USP16, HBS1L, ASCC3, CPEB2, EEF1A1, EEF1B2, EEF1D, EEF2, EIF5A, CPEB3, LTN1, DPH3, MTRES1, DPH5, SELENOT, GTPBP2, TRNAU1AP, SHFL, EEFSEC, RPLP1, RPLP2, MRPL44, TUFM, EFL1, ABTB1, ZNF598, EIF4A3"
"GO:0090109",0.00145671541471188,2.17867608063298,22.8578996744109,35,64,"regulation of cell-substrate junction assembly","DLC1, FERMT2, DAPK3, DUSP3, DMTN, LIMCH1, CLASP2, CLASP1, MACF1, CORO1C, POLDIP2, GPM6B, FMN1, RHOA, LIMS1, MMP14, BCAS3, PTEN, PTK2, CAMSAP3, EPB41L5, PTPRJ, ROCK1, S100A10, SFRP1, SRC, THBS1, TLN1, TSC1, VCL, VEGFA, PEAK1, NRP1, ITGB1BP1, PPM1F"
"GO:0006165",9.6030574345287e-05,2.16964786537862,35.3583135588544,54,99,"nucleoside diphosphate phosphorylation","SLC2A6, CMPK2, PRXL2C, FLCN, ENO2, ENO3, AK1, EP300, AK4, FBP1, AK9, ALDOA, ALDOC, MTOR, GALK1, GAPDH, ZBTB20, AK5, GPD1, GPI, GIT1, HIF1A, HK1, HK2, JMJD8, APP, INSR, LDHA, ARNT, NME1, NME2, P2RX7, PRKAG2, SIRT6, CMPK1, PFKFB2, PFKM, PGAM1, PGK1, PGM1, PKM, PPARA, DHTKD1, PRKAA2, PRKAG1, PSEN1, TIGAR, RPTOR, MLST8, BPGM, STAT3, ADPGK, NCOR1, HDAC4"
"GO:1990542",0.000227576953904938,2.16956860302134,31.4202450601612,48,88,"mitochondrial transmembrane transport","TIMM23, TIMM23B, SLC25A15, TIMM17B, MICU1, TOMM40, ABCB8, DNAJC19, CHCHD4, CPT1A, CPT2, ROMO1, BHLHA15, MICU2, MPC2, MRPL18, TIMM21, SLC25A4, SLC25A5, SLC25A6, STOML2, SLC25A37, SLC25A39, MPC1, SLC25A3, TOMM7, SLC25A38, MCUB, SLC25A36, SLC25A40, PSEN2, MCUR1, SLC25A1, TST, UCP2, VDAC1, SLC25A23, MAIP1, CCDC51, SLC25A22, SLC8B1, SLC25A32, SLC25A28, SLC25A33, MCU, AIFM1, TOMM20, TOMM70"
"GO:0045824",0.0029466012406485,2.15409143663927,20.3425225125684,31,57,"negative regulation of innate immune response","MICA, NR1H3, TRAFD1, IRAK3, DUSP10, VSIG4, CRK, PARP1, A2M, GFER, GRN, HLA-A, HLA-B, HLA-E, HLA-F, HLA-G, IFI16, LGALS9, ARRB2, PARP14, SUSD4, LYAR, CEACAM1, TRIM21, SERPING1, TNFAIP3, NR1H2, DHX58, NLRX1, ZDHHC18, ATG5"
"GO:0098930",0.00732620152896759,2.14955310899997,16.4174998619013,25,46,"axonal transport","AP3S2, KIF1C, AP3M2, ARL8A, DLG2, DYNC1H1, KIF1B, MAPK8IP3, FBXW11, BLOC1S6, BLOC1S1, AP3M1, BLOC1S2, KIF5B, BLOC1S3, MAP2, ARL8B, RAB27B, BLOC1S5, SOD1, DST, SPG7, TRIM46, DTNBP1, AP3D1"
"GO:0019884",0.00740141851268769,2.14717808947683,16.4291153909828,25,46,"antigen processing and presentation of exogenous antigen","CTSD, CTSL, CTSS, PIKFYVE, HLA-A, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB5, HLA-E, HLA-F, MR1, IKBKB, MFSD6, LGMN, PSME1, TAP1, TAP2, TRAF6, AP3D1"
"GO:0006513",0.000424809723215201,2.13939138339079,29.6438386402516,45,83,"protein monoubiquitination","PDCD6, HUWE1, TOPORS, LEO1, DTX3L, DDB1, DDB2, RNF168, FANCC, FANCE, MGRN1, UBE2T, UHRF1, BIRC2, TRIM37, PRKN, PAF1, UBE2R2, RNF220, PEF1, RNF126, ZC4H2, RNF20, ATXN7L3, BARD1, KLHL12, RING1, RNF2, UBE2O, BMI1, MARCHF7, SKP1, TRIM21, BRCA2, TSG101, UBE2E1, BRCC3, OBI1, TRIM56, CUL4B, CUL3, PCGF1, CBL, ZNF598, TRIM41"
"GO:0006626",0.00240501643815345,2.1335985025737,21.7437769664786,33,61,"protein targeting to mitochondrion","TIMM23, TIMM23B, BCAP31, TIMM17B, HAX1, PITRM1, TOMM34, DNAJC19, CHCHD4, ROMO1, TRMT10B, IMMP1L, FBXO7, TIMM13, TIMM10, TIMM9, TIMM8B, TIMM21, LMAN1, MIPEP, PRKN, FIS1, GDAP1, PARL, MFF, BID, BNIP3L, SREBF1, TSPO, IMMP2L, AIP, AIFM1, ATP5IF1"
"GO:0006635",0.00225457902714177,2.11800289590819,22.4878237340549,34,63,"fatty acid beta-oxidation","ACOT8, ACAA2, SLC25A17, CPT1A, CPT2, CRAT, ECI1, DECR1, ECHS1, EHHADH, AKT1, AKT2, TYSND1, MLYCD, DECR2, MCAT, HSD17B10, HADHB, HADH, ACACB, IRS1, ACAT1, ACAT2, PLIN5, ACOX1, PEX7, PPARA, AUH, ECHDC2, BDH2, ABCD3, PEX5, SCP2, ACOX3"
"GO:0043087",0.00168729506858639,2.11598543515052,23.7872937478954,36,67,"regulation of GTPase activity","PLXNC1, IQGAP2, FGD4, PROM2, EIF2S1, EPHB3, FGD2, FGD1, PLXND1, PLXNB2, MTOR, RICTOR, RAB3GAP2, ALS2CL, POLDIP2, PYCARD, STMN1, NTRK2, OCRL, PLXNA1, RASIP1, PLXNA3, FGD6, ARHGAP15, PTK2, MLST8, ARHGAP9, SOD1, GPR137B, VAV2, SBF2, RASAL1, CBLB, SYNGAP1, ITGB1BP1, ARHGAP44"
"GO:0006778",0.00560742925572126,2.10467101179392,18.5720434854589,28,52,"porphyrin-containing compound metabolic process","SLCO2B1, COX15, CPOX, IBA57, ALAD, ALAS1, FECH, ABCB10, FXN, EIF2AK1, HMBS, HMOX1, HMOX2, ABCC1, NFE2L1, SLC11A2, TMEM14C, SLC25A39, SLC25A38, RSAD1, BDH2, BLVRA, BLVRB, SLC6A9, TSPO, UROS, SUCLA2, ATP5IF1"
"GO:0031113",0.00511070974768232,2.09278907341301,19.2863528502842,29,54,"regulation of microtubule polymerization","OCLN, AKAP9, CDKN1B, CAMSAP1, DCTN1, DYRK1A, SLC39A12, FKBP4, MAPRE1, MAPRE3, TOGARAM1, CAMSAP2, CLASP1, EML2, INPP5J, GIT1, HSPA1A, HSPA1B, STMN1, MAP1B, MAP2, MAPT, MECP2, DRG1, NUMA1, PAK1, CAMSAP3, RPS3, CLIP1"
"GO:0043149",0.00450934141732757,2.08811777833771,19.9621451104101,30,56,"stress fiber assembly","WASF2, DLC1, SORBS1, ARAP1, TTC8, PTK2B, FAM171A1, CLASP2, CLASP1, ARHGEF18, KCTD13, ITGB5, STMN1, TACSTD2, PAK2, F11R, INPP5K, PFN1, PIK3R1, ASAP3, PTGER4, ROCK1, SRC, TJP1, TNFAIP1, ZYX, ARHGAP28, CUL3, CGNL1, FHDC1"
"GO:0043470",0.00465766773145601,2.08183077400712,20.0006622151095,30,56,"regulation of carbohydrate catabolic process","SLC2A6, PRXL2C, FLCN, EP300, FBP1, MTOR, ZBTB20, GPD1, GIT1, HIF1A, JMJD8, APP, INSR, ARNT, P2RX7, PRKAG2, SIRT6, PGAM1, PHKG2, PPARA, PRKAA2, PRKAG1, PSEN1, TIGAR, RPTOR, MLST8, STAT3, PPP1R3B, NCOR1, HDAC4"
"GO:0006914",0.00225467047277868,2.08137343447369,23.2549330914039,35,66,"autophagy","STUB1, RGS19, ATG4A, RNF166, CLU, CLTC, SPATA18, MARK2, RAB12, FBXL4, NRBF2, HK2, HSPA8, HSP90AA1, ITGB4, ARSB, FIS1, RAB24, BCAS3, FNBP1L, MAP1S, SUPT20H, VPS11, VPS18, GRAMD1A, S100A8, VPS51, XBP1, SBF2, EVA1A, SEC16B, SLC25A46, ACBD5, TGFBRAP1, ATP5IF1"
"GO:0019362",0.00144903345397254,2.07105366629786,26.0722918161249,39,73,"pyridine nucleotide metabolic process","ALDH1L1, AFMID, NAXE, NADK2, NQO1, NUDT17, RPIA, GPD1L, NNT, SHPK, MTOR, G6PD, PGLS, IDH1, IDH2, NMNAT3, IDO1, LDHB, MDH1, ME2, PC, DCXR, PGAM1, PGD, NMRK1, NADSYN1, NAXD, PRPS2, TIGAR, RPTOR, RBKS, MLST8, NMNAT1, NADK, TKT, NUDT12, PARP9, KMO, KYNU"
"GO:0016239",0.00132313158825318,2.0636105188344,26.7866011809503,40,75,"positive regulation of macroautophagy","TOM1, OPTN, TRIM13, CALCOCO2, NOD1, WDR45, SMCR8, SESN3, ADRB2, C9orf72, LARP1, SIRT1, RAB3GAP2, SESN1, GNAI3, SLC25A4, TBK1, SLC25A5, HIF1A, HMOX1, PAFAH1B2, SH3GLB1, SNX7, PIP4K2A, AMBRA1, PRKAA2, MAPK3, ELAPOR1, RALB, SCOC, PINK1, BNIP3L, TSC1, TSC2, VDAC1, FYCO1, EPM2A, PIP4K2C, ULK1, WDR24"
"GO:0016197",0.00870044043332374,2.0595861500978,17.3875376548031,26,49,"endosomal transport","TOM1, RAB10, AGAP2, TMCC1, WASHC4, CORO1C, SNX33, ALS2CL, BLOC1S1, BLOC1S2, MYO5B, ITSN2, SNX9, LAMTOR1, ARL8B, ALS2, EPS15L1, TINAGL1, ITSN1, VPS16, EEA1, DPY30, REPS1, SQSTM1, AP3D1, AP5Z1"
"GO:0006919",0.00240436772942053,2.0256461017077,24.9873026388429,37,70,"activation of cysteine-type endopeptidase activity involved in apoptotic process","PDCD6, NOD1, DLC1, RACK1, ANP32B, EGLN3, CTSH, DAP, F3, CARD8, MTCH1, FAM162A, BEX3, BBC3, PYCARD, SENP1, HIP1, JAK2, MAPT, NKX3-1, PDCD2, PML, IFT57, PIDD1, BAD, NLRC4, ROBO1, S100A8, BID, SLC1A1, VCP, XDH, LAPTM5, CRADD, CFLAR, HIP1R, AIFM1"
"GO:0070059",0.00780590025169573,2.02247358607831,18.916238749931,28,53,"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","CREB3, CEBPB, PARK7, DAB2IP, PPP1R15A, BBC3, GRINA, ERO1A, APAF1, HSPA1A, ITPR1, MAP3K5, ATF4, OPA1, PRKN, TXNDC12, PML, PTPN1, TRIB3, BAK1, BAX, BCL2L1, TRAF2, WFS1, XBP1, CASP4, TNFRSF10B, AIFM1"
"GO:0051495",0.000442595096746629,2.01425819145738,34.525606169894,51,97,"positive regulation of cytoskeleton organization","ABI2, WASF2, SORBS3, CDK5, RAPGEF3, HAX1, NES, WASF3, FERMT2, DSTN, SYNPO, WHAMM, SYNPO2, DYNC1H1, EPHA1, F2RL1, LIMCH1, CYFIP1, FHOD1, GSN, HRAS, RHOC, LIMK1, NF2, NTRK3, P2RX7, SERPINF2, BCAS3, ARHGEF10L, PLXNA3, CCDC88A, BRK1, PROX1, PXN, TRIM27, S100A10, CX3CL1, SFRP1, BRAF, TGFB3, TGFBR1, TPM1, TSC1, ARHGEF5, NRP1, WASF1, WASL, MYLK3, ITGB1BP1, PPM1F, CDC42"
"GO:0008652",0.00200597118851268,2.01264607864919,26.421569709681,39,74,"cellular amino acid biosynthetic process","AASS, SERINC3, SDS, ILVBL, SDSL, CPS1, CTH, DHFR, DPYD, DHFR2, SEPHS2, SEPHS1, PHGDH, GGT1, GLUD1, GLUL, GOT1, GOT2, ASL, MTHFD2L, MTAP, MTHFD1, MTR, OAT, PCBD1, APIP, PLOD2, ADI1, PYCR1, ALDH18A1, ENOPH1, BCAT2, AASDHPPT, SRR, SHMT1, SLC1A3, PYCR3, CBS, PLOD3"
"GO:0009166",0.00201852046807164,2.01170749039551,26.4294464985376,39,74,"nucleotide catabolic process","ADA, DNPH1, NUDT4, ACOT7, CNP, FITM2, NUDT16, DPYD, DUT, TYMP, NUDT17, FHIT, NT5C2, MLYCD, SMUG1, NUDT8, SAMHD1, AMPD3, NT5C, HPRT1, ITPA, ACAT1, NUDT19, PNP, NTHL1, PDE4A, PDE4B, PDE7A, PDE8A, PDE9A, NUDT9, NUDT15, UNG, UPP1, VCP, XDH, NUDT12, SUCLG2, SUCLA2"
"GO:0007006",0.0014723649879144,2.00103537532355,28.5249709639954,42,80,"mitochondrial membrane organization","BCL2L11, PPIF, ACAA2, TOMM40, CNP, ATF2, NAIF1, CLN8, EYA2, HEBP2, MPV17L, BBC3, BLOC1S2, TMEM102, COX18, SLC25A4, SLC25A5, SLC25A6, HK2, HSPA1A, HSP90AA1, NMT1, TOMM7, SLC35F6, MAPK8, TOMM22, BAD, BAK1, BAX, PEX5, BCL2L1, BCS1L, BID, BNIP3L, BOK, SPG7, RTL10, ALKBH7, NOL3, HIP1R, ATP5IF1, TOMM20"
"GO:0009161",0.00592181028929721,1.99753254818462,21.0721262623476,31,59,"ribonucleoside monophosphate metabolic process","ADA, PAICS, ADK, ADSL, DCK, DLG1, DLG2, DPYD, AK1, AK4, AK9, NT5C2, MAGI3, GART, AMPD3, GUK1, NT5C, HPRT1, APRT, IMPDH1, IMPDH2, MPP1, PNP, CMPK1, PPAT, PRPS1, PRPS2, UCK2, UPP1, XDH, TJP2"
"GO:1904356",0.0053833904969704,1.99100449775112,21.7864356271729,32,61,"regulation of telomere maintenance via telomere lengthening","CCT7, CCT4, CCT2, CCT8, PNKP, NEK7, PARP1, CTNNB1, DCP2, SMG5, POT1, FBXO4, TINF2, HNRNPA1, MAP3K4, EXOSC10, XRN1, ATR, PKIB, PRKCQ, MAPK3, TENT4B, ACD, SRC, TCP1, TERF1, CCT3, XRCC5, HMBOX1, STN1, CTC1, MAPKAPK5"
"GO:0034504",0.00376888125176005,1.9857923119469,23.8381234623127,35,67,"protein localization to nucleus","DNAJB6, CDK5, TOPORS, ABCA7, OSBPL8, COL1A1, TOR1AIP2, DVL1, TOR1A, PIKFYVE, SYNE1, CTDNEP1, MORC3, CNEP1R1, GBP2, TOR1B, NOP53, HDGF, CHCHD10, MDM2, SIX4, PLRG1, PAF1, BANP, NOL8, INTS13, BARD1, RANGAP1, RPL11, SKP1, SOX9, TXN, XPO1, YWHAE, TAF3"
"GO:0046364",0.000961460641881401,1.97441679486019,32.1439214171403,47,90,"monosaccharide biosynthetic process","AKR1A1, SDS, WDR5, CLK2, CRY1, SOGA1, SLC25A10, DDB1, CRTC2, ENO2, EP300, FBP1, ALDOC, FOXO1, SIRT1, SLC39A14, G6PD, KAT2A, GNMT, GPD1, GPI, GPT, NR3C1, ACADM, LEPR, MDH2, MST1, ATF3, ATF4, PC, PCK2, SIRT7, SIRT6, PDK2, PGD, PGK1, PGM1, PPARA, SDHAF3, PPP4R3B, NLN, PTPN2, RANBP2, SLC25A1, SORD, PER2, RGN"
"GO:0032456",0.00364204174561625,1.97066353593505,24.6297912294267,36,69,"endocytic recycling","ATP9A, ARL4C, VPS26C, ENTR1, RAB35, SNF8, VTI1A, DENND1B, EPS15, LMTK2, INPP5F, GGA3, VPS39, ACAP2, STX12, WASHC2C, PTPN23, CCDC22, ARHGAP1, PLA2G3, SNX7, VPS29, RAB8B, CCDC93, VPS53, VPS35L, ANKRD50, DENND1A, EPG5, RAB13, RAB17, VPS51, MICALL2, DENND1C, SNX27, MICALL1"
"GO:0032922",0.00334873249097716,1.96423511129393,25.3579824512996,37,71,"circadian regulation of gene expression","HUWE1, PRMT5, MYBBP1A, CRY1, CSNK1D, AHR, KDM2A, MYCBP2, SIRT1, GFPT1, HDAC1, HDAC2, ID4, BMAL1, KMT2A, ZFHX3, ATF4, NPAS2, SIRT6, PER1, PML, PPARA, PPP1CB, LGR4, BMAL2, RELB, RORA, RORC, TOP1, NUDT12, BHLHE40, HDAC3, PER3, PER2, MTA1, MAGED1, NR1D1"
"GO:0007528",0.0146203825221083,1.96012975364342,17.1434247558082,25,48,"neuromuscular junction development","GPHN, UNC13B, RER1, COL4A1, COL4A5, CRKL, DCTN1, DVL1, ERBB2, MYCBP2, MESD, ANK3, TNC, APP, AGRN, SIX4, ZC4H2, ALS2, SNTA1, CACNB1, CACNB2, CACNB3, PPFIBP2, PPFIBP1, DNAJA3"
"GO:0031648",0.0146203825221083,1.96012975364342,17.1434247558082,25,48,"protein destabilization","HDAC6, SERF2, RNF139, CTSH, EP300, GGA3, FBXW11, SIRT1, FBXL3, FBXO4, MYLIP, GSN, MDM2, CCDC88C, PRKN, SIRT6, VPS35, CHFR, PRNP, SENP2, RNF5, SRC, TRIM21, CUL3, NR1D1"
"GO:0032008",0.0146203825221083,1.96012975364342,17.1434247558082,25,48,"positive regulation of TOR signaling","RRAGB, RRAGA, SMCR8, SLC38A9, FLCN, RICTOR, GAS6, LARS1, PIK3CA, MIOS, LAMTOR1, GPR137, RPTOR, RRAGD, RHEB, SEC13, GOLPH3, RRAGC, MLST8, GPR137B, WDR59, WDR24, HDAC3, PIP4P1, FNIP1"
"GO:0048538",0.0146203825221083,1.96012975364342,17.1434247558082,25,48,"thymus development","BCL2L11, CITED2, RIPK3, CRKL, CTNNB1, ASXL1, EPHB3, ZBTB1, GATA3, HOXA3, HES1, JARID2, PBX1, SIX4, MAPK3, MAP2K1, MAP2K2, PSEN1, RAF1, SOD1, BRAF, PRDX2, TGFBR1, CTC1, FADD"
"GO:1902041",0.0132447278372838,1.95373099596649,17.8577341206335,26,50,"regulation of extrinsic apoptotic signaling pathway via death domain receptors","FEM1B, FAF1, PARK7, RFFL, DDX3X, FAIM2, GPX1, HMGB2, HMOX1, LGALS3, ATF3, FAIM, PTEN, RAF1, BCL2L1, TMBIM1, SFRP1, SKIL, STK4, STX4, THBS1, TNFAIP3, RNF34, MADD, CFLAR, ARHGEF2"
"GO:0008637",0.0116842235037964,1.95353188835179,18.5375034597288,27,52,"apoptotic mitochondrial changes","ACAA2, JTB, ATF2, NAIF1, EYA2, MPV17L, GCLM, BLOC1S2, TMEM102, SLC25A4, SLC25A5, SLC25A6, HK2, HSPA1A, IFIT2, CHCHD10, NDUFS1, NMT1, SLC35F6, VPS35, MAPK8, ATG3, BNIP3L, RTL10, AIFM2, HIP1R, ATP5IF1"
"GO:0031122",0.0119109834034563,1.94946877912395,18.5621997680967,27,52,"cytoplasmic microtubule organization","KATNB1, TUBGCP3, CIB1, TUBGCP2, KATNA1, CHP1, PLK3, CAMSAP1, DCTN1, DYNC1H1, DVL1, CAMSAP2, IFT172, HOOK2, RHOA, MAPT, CCDC88C, PCM1, HOOK1, CCDC88A, CAMSAP3, CLIP1, DST, TUBG1, CLIP2, AXIN1, CRIPT"
"GO:0043409",0.0105895327087272,1.94797123965748,19.2514171390463,28,54,"negative regulation of MAPK cascade","ABCA7, ZMYND11, SH3RF2, CYLD, DAG1, DUSP2, DUSP8, EFNA1, MECOM, F2RL1, LEMD2, FOXO1, RNF149, PRMT1, IGBP1, MEN1, NF2, P2RX7, PEBP1, PRKN, TAOK3, PER1, PPIA, PPP2R1A, QARS1, PINK1, HDAC3, NCOR1"
