"EntrezID","Symbol","Description","P value"
"10326","SIRPB1","signal regulatory protein beta 1",2.14555634658886e-06
"160364","CLEC12A","C-type lectin domain family 12 member A",2.15354932198153e-06
"79027","ZNF655","zinc finger protein 655",2.153974930863e-06
"5019","OXCT1","3-oxoacid CoA-transferase 1",2.1566115812055e-06
"2099","ESR1","estrogen receptor 1",2.1592692134309e-06
"201254","CENPX","centromere protein X",2.16459787827361e-06
"56413","LTB4R2","leukotriene B4 receptor 2",2.17099662869202e-06
"7127","TNFAIP2","TNF alpha induced protein 2",2.17249364964367e-06
"200424","TET3","tet methylcytosine dioxygenase 3",2.17402031288394e-06
"94081","SFXN1","sideroflexin 1",2.17474687369545e-06
"5681","PSKH1","protein serine kinase H1",2.1753277521519e-06
"57522","SRGAP1","SLIT-ROBO Rho GTPase activating protein 1",2.1792532136633e-06
"653567","TMEM236","transmembrane protein 236",2.18968353826732e-06
"116135","LRRC3B","leucine rich repeat containing 3B",2.19319685279551e-06
"23531","MMD","monocyte to macrophage differentiation associated",2.19357097297479e-06
"6334","SCN8A","sodium voltage-gated channel alpha subunit 8",2.19545500457219e-06
"64857","PLEKHG2","pleckstrin homology and RhoGEF domain containing G2",2.19709881932317e-06
"10983","CCNI","cyclin I",2.20154402175154e-06
"89846","FGD3","FYVE, RhoGEF and PH domain containing 3",2.20248052440475e-06
"6093","ROCK1","Rho associated coiled-coil containing protein kinase 1",2.20303453457582e-06
"64760","FAM160B2","family with sequence similarity 160 member B2",2.20707760778538e-06
"285429","DCAF4L1","DDB1 and CUL4 associated factor 4 like 1",2.21028270586121e-06
"84824","FCRLA","Fc receptor like A",2.21258587618234e-06
"1101","CHAD","chondroadherin",2.21344068851437e-06
"23405","DICER1","dicer 1, ribonuclease III",2.21771837116691e-06
"92745","SLC38A5","solute carrier family 38 member 5",2.2208383995137e-06
"283638","CEP170B","centrosomal protein 170B",2.23350978711956e-06
"219293","ATAD3C","ATPase family, AAA domain containing 3C",2.23791023734599e-06
"8291","DYSF","dysferlin",2.24429502393431e-06
"2219","FCN1","ficolin 1",2.24457237640863e-06
"1992","SERPINB1","serpin family B member 1",2.24704826146116e-06
"139735","ZFP92","ZFP92 zinc finger protein",2.25412233811895e-06
"79836","LONRF3","LON peptidase N-terminal domain and ring finger 3",2.25952857335621e-06
"6692","SPINT1","serine peptidase inhibitor, Kunitz type 1",2.26573885764303e-06
"9969","MED13","mediator complex subunit 13",2.27209035474907e-06
"7448","VTN","vitronectin",2.27516572981479e-06
"10092","ARPC5","actin related protein 2/3 complex subunit 5",2.28208868646718e-06
"27309","ZNF330","zinc finger protein 330",2.29127150808139e-06
"57646","USP28","ubiquitin specific peptidase 28",2.29263182438544e-06
"27197","GPR82","G protein-coupled receptor 82",2.29295017295517e-06
"440345","NPIPB4","nuclear pore complex interacting protein family member B4",2.29753555980317e-06
"166614","DCLK2","doublecortin like kinase 2",2.29785669270122e-06
"93621","MRFAP1","Morf4 family associated protein 1",2.29947215335535e-06
"51678","MPP6","membrane palmitoylated protein 6",2.30046718785459e-06
"3784","KCNQ1","potassium voltage-gated channel subfamily Q member 1",2.30090316533094e-06
"388125","C2CD4B","C2 calcium dependent domain containing 4B",2.30253431432459e-06
"116039","OSR2","odd-skipped related transciption factor 2",2.3082118558726e-06
"54436","SH3TC1","SH3 domain and tetratricopeptide repeats 1",2.30936533451853e-06
"9988","DMTF1","cyclin D binding myb like transcription factor 1",2.31086271651471e-06
"8514","KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2",2.31315020382539e-06
"84267","C9orf64","chromosome 9 open reading frame 64",2.31743718903665e-06
"29106","SCG3","secretogranin III",2.31957911767111e-06
"8603","FAM193A","family with sequence similarity 193 member A",2.32358584084658e-06
"101928161","AC010890.1","NULL",2.32515775988595e-06
"121268","RHEBL1","Ras homolog enriched in brain like 1",2.32888756923622e-06
"51109","RDH11","retinol dehydrogenase 11 (all-trans/9-cis/11-cis)",2.33486430900598e-06
"83478","ARHGAP24","Rho GTPase activating protein 24",2.33771209445788e-06
"3684","ITGAM","integrin subunit alpha M",2.33867267673826e-06
"11227","GALNT5","polypeptide N-acetylgalactosaminyltransferase 5",2.34165971635392e-06
"3656","IRAK2","interleukin 1 receptor associated kinase 2",2.34719483060974e-06
"642402","GOLGA6L5P","golgin A6 family-like 5, pseudogene",2.34752222305623e-06
"103689845","LINC01050","long intergenic non-protein coding RNA 1050",2.35158350725406e-06
"79038","ZFYVE21","zinc finger FYVE-type containing 21",2.36567452760461e-06
"7003","TEAD1","TEA domain transcription factor 1",2.37083628107371e-06
"375387","NRROS","negative regulator of reactive oxygen species",2.37520236789912e-06
"80763","SPX","spexin hormone",2.37634029409683e-06
"9839","ZEB2","zinc finger E-box binding homeobox 2",2.37801301461449e-06
"51114","ZDHHC9","zinc finger DHHC-type containing 9",2.38077289616001e-06
"29796","UQCR10","ubiquinol-cytochrome c reductase, complex III subunit X",2.38107363492723e-06
"4756","NEO1","neogenin 1",2.39014306502305e-06
"79158","GNPTAB","N-acetylglucosamine-1-phosphate transferase alpha and beta subunits",2.39499648990726e-06
"85301","COL27A1","collagen type XXVII alpha 1 chain",2.39507558386087e-06
"57552","NCEH1","neutral cholesterol ester hydrolase 1",2.40026838282947e-06
"64223","MLST8","MTOR associated protein, LST8 homolog",2.40160322195759e-06
"285512","FAM13A-AS1","FAM13A antisense RNA 1",2.4053127669621e-06
"9685","CLINT1","clathrin interactor 1",2.40758415137599e-06
"57410","SCYL1","SCY1 like pseudokinase 1",2.40933330752924e-06
"441027","TMEM150C","transmembrane protein 150C",2.4204702984143e-06
"79585","CORO7","coronin 7",2.43215720019396e-06
"4939","OAS2","2'-5'-oligoadenylate synthetase 2",2.43742843142325e-06
"55132","LARP1B","La ribonucleoprotein domain family member 1B",2.43845601122228e-06
"56941","HMCES","5-hydroxymethylcytosine binding, ES cell specific",2.43846571534867e-06
"1874","E2F4","E2F transcription factor 4",2.4413343917562e-06
"80833","APOL3","apolipoprotein L3",2.44766043588918e-06
"57591","MKL1","megakaryoblastic leukemia (translocation) 1",2.44943907534712e-06
"143279","HECTD2","HECT domain E3 ubiquitin protein ligase 2",2.45126644804472e-06
"5134","PDCD2","programmed cell death 2",2.45299367218621e-06
"55083","KIF26B","kinesin family member 26B",2.4534337448312e-06
"55890","GPRC5C","G protein-coupled receptor class C group 5 member C",2.45521003516824e-06
"3416","IDE","insulin degrading enzyme",2.45643194218825e-06
"3712","IVD","isovaleryl-CoA dehydrogenase",2.46922213542611e-06
"51804","SIX4","SIX homeobox 4",2.47762632488158e-06
"25928","SOSTDC1","sclerostin domain containing 1",2.49726874756995e-06
"84793","FOXD2-AS1","FOXD2 antisense RNA 1 (head to head)",2.49756339354423e-06
"60386","SLC25A19","solute carrier family 25 member 19",2.49760464043902e-06
"6051","RNPEP","arginyl aminopeptidase",2.5077592338274e-06
"162073","ITPRIPL2","inositol 1,4,5-trisphosphate receptor interacting protein like 2",2.5112293650098e-06
"199920","FYB2","FYN binding protein 2",2.51456700772756e-06
"147906","DACT3","dishevelled binding antagonist of beta catenin 3",2.5182279483893e-06
"22877","MLXIP","MLX interacting protein",2.51981898546916e-06
"374872","C19orf35","chromosome 19 open reading frame 35",2.53119969473303e-06
"27236","ARFIP1","ADP ribosylation factor interacting protein 1",2.54058758919484e-06
"169044","COL22A1","collagen type XXII alpha 1 chain",2.56367066020502e-06
"5664","PSEN2","presenilin 2",2.56878253801496e-06
"54662","TBC1D13","TBC1 domain family member 13",2.56882293303562e-06
"9955","HS3ST3A1","heparan sulfate-glucosamine 3-sulfotransferase 3A1",2.57042062279389e-06
"57473","ZNF512B","zinc finger protein 512B",2.57246994794791e-06
"85028","SNHG12","small nucleolar RNA host gene 12",2.57394820080137e-06
"57178","ZMIZ1","zinc finger MIZ-type containing 1",2.57846717999222e-06
"8832","CD84","CD84 molecule",2.5823956735227e-06
"3149","HMGB3","high mobility group box 3",2.58704198685678e-06
"55536","CDCA7L","cell division cycle associated 7 like",2.58995308233256e-06
"4117","MAK","male germ cell associated kinase",2.59171295335925e-06
"1491","CTH","cystathionine gamma-lyase",2.59236240074401e-06
"7175","TPR","translocated promoter region, nuclear basket protein",2.60320072265063e-06
"6926","TBX3","T-box 3",2.60732613388548e-06
"8879","SGPL1","sphingosine-1-phosphate lyase 1",2.60896082593387e-06
"11147","HHLA3","HERV-H LTR-associating 3",2.61091402764535e-06
"23660","ZKSCAN5","zinc finger with KRAB and SCAN domains 5",2.61158380010507e-06
"57504","MTA3","metastasis associated 1 family member 3",2.61917477695217e-06
"2215","FCGR3B","Fc fragment of IgG receptor IIIb",2.61929847966691e-06
"11270","NRM","nurim (nuclear envelope membrane protein)",2.62491811686694e-06
"79630","C1orf54","chromosome 1 open reading frame 54",2.63129206956592e-06
"51100","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1",2.63402491629261e-06
"100506100","AL441992.1","NULL",2.63402941302893e-06
"196294","IMMP1L","inner mitochondrial membrane peptidase subunit 1",2.64013966155829e-06
"64850","ETNPPL","ethanolamine-phosphate phospho-lyase",2.64056901633225e-06
"84836","ABHD14B","abhydrolase domain containing 14B",2.65446787006685e-06
"965","CD58","CD58 molecule",2.65578820890511e-06
"1192","CLIC1","chloride intracellular channel 1",2.65762310014406e-06
"9342","SNAP29","synaptosome associated protein 29",2.6597956555019e-06
"51393","TRPV2","transient receptor potential cation channel subfamily V member 2",2.66348468203059e-06
"51136","RNFT1","ring finger protein, transmembrane 1",2.66391038605818e-06
"115362","GBP5","guanylate binding protein 5",2.66912476820647e-06
"8704","B4GALT2","beta-1,4-galactosyltransferase 2",2.67118073238315e-06
"65082","VPS33A","VPS33A, CORVET/HOPS core subunit",2.68442818396331e-06
"2000","ELF4","E74 like ETS transcription factor 4",2.68677944015305e-06
"339123","JMJD8","jumonji domain containing 8",2.69487117598999e-06
"8985","PLOD3","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",2.69545846320884e-06
"515","ATP5F1","ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1",2.69661183249781e-06
"51550","CINP","cyclin dependent kinase 2 interacting protein",2.69788588203035e-06
"2581","GALC","galactosylceramidase",2.70819976155856e-06
"50512","PODXL2","podocalyxin like 2",2.71095063231197e-06
"83593","RASSF5","Ras association domain family member 5",2.71413017327582e-06
"64419","MTMR14","myotubularin related protein 14",2.71511529836843e-06
"112476","PRRT2","proline rich transmembrane protein 2",2.71978479970958e-06
"10089","KCNK7","potassium two pore domain channel subfamily K member 7",2.72114867261308e-06
"2762","GMDS","GDP-mannose 4,6-dehydratase",2.72423926306331e-06
"9585","KIF20B","kinesin family member 20B",2.72566231707128e-06
"64135","IFIH1","interferon induced with helicase C domain 1",2.72703672143937e-06
"93974","ATPIF1","ATPase inhibitory factor 1",2.72719328697768e-06
"27287","VENTX","VENT homeobox",2.72871466000524e-06
"55088","CCDC186","coiled-coil domain containing 186",2.75273242578145e-06
"267","AMFR","autocrine motility factor receptor",2.76498285001203e-06
"254827","NAALADL2","N-acetylated alpha-linked acidic dipeptidase like 2",2.76538658616765e-06
"10105","PPIF","peptidylprolyl isomerase F",2.76775278507113e-06
"3383","ICAM1","intercellular adhesion molecule 1",2.77864204023537e-06
"84886","C1orf198","chromosome 1 open reading frame 198",2.78362660455223e-06
"164832","LONRF2","LON peptidase N-terminal domain and ring finger 2",2.79658050361675e-06
"81576","CCDC130","coiled-coil domain containing 130",2.79698176441912e-06
"388886","LRRC75B","leucine rich repeat containing 75B",2.80124900775558e-06
"3688","ITGB1","integrin subunit beta 1",2.80238446759284e-06
"552889","ATXN7L3B","ataxin 7 like 3B",2.80734654722892e-06
"7846","TUBA1A","tubulin alpha 1a",2.8073949783769e-06
"101929074","PIK3CD-AS2","PIK3CD antisense RNA 2",2.80739970381916e-06
"56897","WRNIP1","Werner helicase interacting protein 1",2.80832607169046e-06
"51747","LUC7L3","LUC7 like 3 pre-mRNA splicing factor",2.80852737999382e-06
"3557","IL1RN","interleukin 1 receptor antagonist",2.81232326559966e-06
"631","BFSP1","beaded filament structural protein 1",2.81320991868395e-06
"8986","RPS6KA4","ribosomal protein S6 kinase A4",2.81615403885382e-06
"79017","GGCT","gamma-glutamylcyclotransferase",2.81665392631858e-06
"9051","PSTPIP1","proline-serine-threonine phosphatase interacting protein 1",2.81710750071884e-06
"51028","VPS36","vacuolar protein sorting 36 homolog",2.81758542441946e-06
"65078","RTN4R","reticulon 4 receptor",2.81982521832536e-06
"9627","SNCAIP","synuclein alpha interacting protein",2.82289590591844e-06
"64284","RAB17","RAB17, member RAS oncogene family",2.83213101059943e-06
"7136","TNNI2","troponin I2, fast skeletal type",2.83251800525797e-06
"11326","VSIG4","V-set and immunoglobulin domain containing 4",2.83630909514443e-06
"84299","MIEN1","migration and invasion enhancer 1",2.83636982456592e-06
"10875","FGL2","fibrinogen like 2",2.83714894444564e-06
"64750","SMURF2","SMAD specific E3 ubiquitin protein ligase 2",2.83865595407384e-06
"729238","SFTPA2","surfactant protein A2",2.83902787556745e-06
"1234","CCR5","C-C motif chemokine receptor 5 (gene/pseudogene)",2.83986514948431e-06
"399761","BMS1P1","BMS1, ribosome biogenesis factor pseudogene 1",2.83991744010059e-06
"23423","TMED3","transmembrane p24 trafficking protein 3",2.84496837954507e-06
"695","BTK","Bruton tyrosine kinase",2.84710345765937e-06
"2004","ELK3","ELK3, ETS transcription factor",2.85629429130907e-06
"9044","BTAF1","B-TFIID TATA-box binding protein associated factor 1",2.87484975958208e-06
"9551","ATP5J2","ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2",2.87692917089188e-06
"146433","IL34","interleukin 34",2.87789338004885e-06
"83752","LONP2","lon peptidase 2, peroxisomal",2.88250209212748e-06
"9693","RAPGEF2","Rap guanine nucleotide exchange factor 2",2.89120466345771e-06
"54762","GRAMD1C","GRAM domain containing 1C",2.89483290094594e-06
"8322","FZD4","frizzled class receptor 4",2.89513226336968e-06
"6603","SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",2.8951511032993e-06
"54830","NUP62CL","nucleoporin 62 C-terminal like",2.90083460363633e-06
"8669","EIF3J","eukaryotic translation initiation factor 3 subunit J",2.90306042127764e-06
"4354","MPP1","membrane palmitoylated protein 1",2.90582892392699e-06
"8778","SIGLEC5","sialic acid binding Ig like lectin 5",2.90741000996686e-06
"7248","TSC1","tuberous sclerosis 1",2.91613441905092e-06
"8714","ABCC3","ATP binding cassette subfamily C member 3",2.91721847966997e-06
"940","CD28","CD28 molecule",2.91799490026445e-06
"3141","HLCS","holocarboxylase synthetase",2.91866694490661e-06
"7482","WNT2B","Wnt family member 2B",2.91992420831111e-06
"440829","SHISA8","shisa family member 8",2.92416532921003e-06
"10014","HDAC5","histone deacetylase 5",2.9248914656943e-06
"27183","VPS4A","vacuolar protein sorting 4 homolog A",2.92751637764876e-06
"79054","TRPM8","transient receptor potential cation channel subfamily M member 8",2.93210127322308e-06
"100049587","SIGLEC14","sialic acid binding Ig like lectin 14",2.93405199913721e-06
"286101","ZNF252P","zinc finger protein 252, pseudogene",2.9349143335633e-06
"23102","TBC1D2B","TBC1 domain family member 2B",2.93772103499013e-06
"131118","DNAJC19","DnaJ heat shock protein family (Hsp40) member C19",2.94139355205836e-06
"11129","CLASRP","CLK4 associating serine/arginine rich protein",2.9449274141502e-06
"138255","C9orf135","chromosome 9 open reading frame 135",2.95015929907549e-06
"694","BTG1","BTG anti-proliferation factor 1",2.95900019653406e-06
"8028","MLLT10","MLLT10, histone lysine methyltransferase DOT1L cofactor",2.96751690909147e-06
"8639","AOC3","amine oxidase, copper containing 3",2.96840846114588e-06
"50515","CHST11","carbohydrate sulfotransferase 11",2.97240843649682e-06
"7703","PCGF2","polycomb group ring finger 2",2.97808655869147e-06
"149951","COMMD7","COMM domain containing 7",2.98149566291261e-06
"594","BCKDHB","branched chain keto acid dehydrogenase E1 subunit beta",2.98194114978223e-06
"27069","GHITM","growth hormone inducible transmembrane protein",2.98370038920304e-06
"84264","HAGHL","hydroxyacylglutathione hydrolase like",2.98498894535371e-06
"221472","FGD2","FYVE, RhoGEF and PH domain containing 2",2.98574153534403e-06
"51604","PIGT","phosphatidylinositol glycan anchor biosynthesis class T",2.99303959816477e-06
"55356","SLC22A15","solute carrier family 22 member 15",3.00145812603958e-06
"26127","FGFR1OP2","FGFR1 oncogene partner 2",3.00254073315465e-06
"8685","MARCO","macrophage receptor with collagenous structure",3.00373863204584e-06
"55248","TMEM206","transmembrane protein 206",3.01010740089147e-06
"4496","MT1H","metallothionein 1H",3.01520659184984e-06
"9365","KL","klotho",3.01900928234566e-06
"115727","RASGRP4","RAS guanyl releasing protein 4",3.02135816787619e-06
"9140","ATG12","autophagy related 12",3.03255953704173e-06
"51422","PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2",3.03429647152686e-06
"84230","LRRC8C","leucine rich repeat containing 8 family member C",3.03436434245796e-06
"2974","GUCY1B2","guanylate cyclase 1 soluble subunit beta 2 (pseudogene)",3.03478216046038e-06
"200315","APOBEC3A","apolipoprotein B mRNA editing enzyme catalytic subunit 3A",3.0364544183481e-06
"4485","MST1","macrophage stimulating 1",3.04104518611403e-06
"166815","TIGD2","tigger transposable element derived 2",3.04353699465132e-06
"4318","MMP9","matrix metallopeptidase 9",3.05533527389379e-06
"3945","LDHB","lactate dehydrogenase B",3.05757620155944e-06
"3762","KCNJ5","potassium voltage-gated channel subfamily J member 5",3.05942577649709e-06
"403","ARL3","ADP ribosylation factor like GTPase 3",3.06118571324898e-06
"64423","INF2","inverted formin, FH2 and WH2 domain containing",3.06841548902703e-06
"7351","UCP2","uncoupling protein 2",3.0701297587532e-06
"57584","ARHGAP21","Rho GTPase activating protein 21",3.07054978554433e-06
"196441","ZFC3H1","zinc finger C3H1-type containing",3.07282890132932e-06
"9962","SLC23A2","solute carrier family 23 member 2",3.07294594104057e-06
"51378","ANGPT4","angiopoietin 4",3.07767130114378e-06
"85014","TMEM141","transmembrane protein 141",3.08841504581547e-06
"57475","PLEKHH1","pleckstrin homology, MyTH4 and FERM domain containing H1",3.08930252534978e-06
"11006","LILRB4","leukocyte immunoglobulin like receptor B4",3.08958367400969e-06
"10491","CRTAP","cartilage associated protein",3.09133433384901e-06
"4548","MTR","5-methyltetrahydrofolate-homocysteine methyltransferase",3.09693441424841e-06
"126308","MOB3A","MOB kinase activator 3A",3.10036066331065e-06
"7247","TSN","translin",3.10706659978344e-06
"2348","FOLR1","folate receptor 1",3.10991822050077e-06
"7016","TESK1","testis-specific kinase 1",3.11009733033885e-06
"8502","PKP4","plakophilin 4",3.11356994608936e-06
"100287718","ANKRD66","ankyrin repeat domain 66",3.11618610304709e-06
"161291","TMEM30B","transmembrane protein 30B",3.11874657810129e-06
"114827","FHAD1","forkhead associated phosphopeptide binding domain 1",3.12887901210424e-06
"84689","MS4A14","membrane spanning 4-domains A14",3.13497982096234e-06
"128439","SNHG11","small nucleolar RNA host gene 11",3.13608857993586e-06
"6610","SMPD2","sphingomyelin phosphodiesterase 2",3.13733095880231e-06
"83985","SPNS1","sphingolipid transporter 1 (putative)",3.14071048257425e-06
"5101","PCDH9","protocadherin 9",3.14363609499324e-06
"5753","PTK6","protein tyrosine kinase 6",3.14912483245777e-06
"8850","KAT2B","lysine acetyltransferase 2B",3.15858430099958e-06
"8867","SYNJ1","synaptojanin 1",3.16233454056292e-06
"3758","KCNJ1","potassium voltage-gated channel subfamily J member 1",3.16539522993153e-06
"345778","MTX3","metaxin 3",3.17114380443684e-06
"320","APBA1","amyloid beta precursor protein binding family A member 1",3.17163899454798e-06
"79992","AGPAT4-IT1","AGPAT4 intronic transcript 1",3.17187289367027e-06
"3133","HLA-E","major histocompatibility complex, class I, E",3.17445051256637e-06
"9419","CRIPT","CXXC repeat containing interactor of PDZ3 domain",3.17467951749251e-06
"100507062","PSMD6-AS2","PSMD6 antisense RNA 2",3.17693998130864e-06
"27067","STAU2","staufen double-stranded RNA binding protein 2",3.18183187131282e-06
"645191","LINGO3","leucine rich repeat and Ig domain containing 3",3.18990055248047e-06
"5153","PDE1B","phosphodiesterase 1B",3.19225894096498e-06
"374986","MIGA1","mitoguardin 1",3.19274601290331e-06
"165631","PARP15","poly(ADP-ribose) polymerase family member 15",3.19982449381584e-06
"64180","DPEP3","dipeptidase 3",3.2035253121343e-06
"166752","FREM3","FRAS1 related extracellular matrix 3",3.20403258857738e-06
"90060","CCDC120","coiled-coil domain containing 120",3.20404267184493e-06
"9123","SLC16A3","solute carrier family 16 member 3",3.21256975199802e-06
"360023","ZBTB41","zinc finger and BTB domain containing 41",3.21538395675613e-06
"23214","XPO6","exportin 6",3.22958673204532e-06
"157310","PEBP4","phosphatidylethanolamine binding protein 4",3.23582280625789e-06
"390916","NUDT19","nudix hydrolase 19",3.23653192335627e-06
"9208","LRRFIP1","LRR binding FLII interacting protein 1",3.2380488175221e-06
"1145","CHRNE","cholinergic receptor nicotinic epsilon subunit",3.24897293590976e-06
"100526835","FPGT-TNNI3K","FPGT-TNNI3K readthrough",3.25318491078974e-06
"84134","TOMM40L","translocase of outer mitochondrial membrane 40 like",3.26387742943801e-06
"93587","TRMT10A","tRNA methyltransferase 10A",3.26560261487696e-06
"4329","ALDH6A1","aldehyde dehydrogenase 6 family member A1",3.26774909420458e-06
"219931","TPCN2","two pore segment channel 2",3.2725509672149e-06
"4717","NDUFC1","NADH:ubiquinone oxidoreductase subunit C1",3.27266747990329e-06
"223075","CCDC129","coiled-coil domain containing 129",3.27388231824433e-06
"5874","RAB27B","RAB27B, member RAS oncogene family",3.27947796152639e-06
"65983","GRAMD2B","GRAM domain containing 2B",3.29011339661456e-06
"91807","MYLK3","myosin light chain kinase 3",3.29075141081159e-06
"7850","IL1R2","interleukin 1 receptor type 2",3.29263840037619e-06
"27239","GPR162","G protein-coupled receptor 162",3.30457988551025e-06
"56606","SLC2A9","solute carrier family 2 member 9",3.30499967216014e-06
"60509","AGBL5","ATP/GTP binding protein like 5",3.30795490288693e-06
"286530","P2RY8","purinergic receptor P2Y8",3.31520340979274e-06
"64231","MS4A6A","membrane spanning 4-domains A6A",3.32002693093081e-06
"79837","PIP4K2C","phosphatidylinositol-5-phosphate 4-kinase type 2 gamma",3.3239930106177e-06
"22949","PTGR1","prostaglandin reductase 1",3.33120898188266e-06
"22929","SEPHS1","selenophosphate synthetase 1",3.33159831944485e-06
"7532","YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma",3.34275468905076e-06
"90268","OTULIN","OTU deubiquitinase with linear linkage specificity",3.36105651199681e-06
"642475","MROH6","maestro heat like repeat family member 6",3.38341316474811e-06
"951","CD37","CD37 molecule",3.38647326847408e-06
"55251","PCMTD2","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2",3.38649569853189e-06
"962","CD48","CD48 molecule",3.38795215759635e-06
"22885","ABLIM3","actin binding LIM protein family member 3",3.39067497301393e-06
"105370333","AL355338.1","NULL",3.39116733805156e-06
"84988","PPP1R16A","protein phosphatase 1 regulatory subunit 16A",3.39566630658261e-06
"138151","NACC2","NACC family member 2",3.39578308605759e-06
"5564","PRKAB1","protein kinase AMP-activated non-catalytic subunit beta 1",3.39641791102796e-06
"483","ATP1B3","ATPase Na+/K+ transporting subunit beta 3",3.39790859038569e-06
"56963","RGMA","repulsive guidance molecule family member a",3.40181510671833e-06
"5199","CFP","complement factor properdin",3.40456769487574e-06
"23432","GPR161","G protein-coupled receptor 161",3.40594319503396e-06
"55180","LINS1","lines homolog 1",3.40764787820635e-06
"122481","AK7","adenylate kinase 7",3.41918934421148e-06
"8808","IL1RL2","interleukin 1 receptor like 2",3.42996140556551e-06
"54947","LPCAT2","lysophosphatidylcholine acyltransferase 2",3.4312506458356e-06
"5918","RARRES1","retinoic acid receptor responder 1",3.43311224482168e-06
"8635","RNASET2","ribonuclease T2",3.43914768174969e-06
"57514","ARHGAP31","Rho GTPase activating protein 31",3.44615773473222e-06
"10402","ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6",3.4490577565105e-06
"54734","RAB39A","RAB39A, member RAS oncogene family",3.45637561016687e-06
"100288198","HMGN3-AS1","HMGN3 antisense RNA 1",3.4589664548168e-06
"6303","SAT1","spermidine/spermine N1-acetyltransferase 1",3.46807974294094e-06
"7402","UTRN","utrophin",3.47704170677865e-06
"90799","CEP95","centrosomal protein 95",3.48554352136432e-06
"55809","TRERF1","transcriptional regulating factor 1",3.48590565935059e-06
"92249","LINC01278","long intergenic non-protein coding RNA 1278",3.48617754220015e-06
"7044","LEFTY2","left-right determination factor 2",3.48882644130022e-06
"55854","ZC3H15","zinc finger CCCH-type containing 15",3.4890037645674e-06
"10385","BTN2A2","butyrophilin subfamily 2 member A2",3.49132290367038e-06
"5721","PSME2","proteasome activator subunit 2",3.49434361046619e-06
"22849","CPEB3","cytoplasmic polyadenylation element binding protein 3",3.50492254697077e-06
"9656","MDC1","mediator of DNA damage checkpoint 1",3.52202916198419e-06
"6455","SH3GL1","SH3 domain containing GRB2 like 1, endophilin A2",3.5269909735014e-06
"51642","MRPL48","mitochondrial ribosomal protein L48",3.52905939182691e-06
"4535","MT-ND1","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1",3.53354444060372e-06
"29969","MDFIC","MyoD family inhibitor domain containing",3.53400515229474e-06
"133418","EMB","embigin",3.5342237507674e-06
"317762","CCDC85C","coiled-coil domain containing 85C",3.54024758375537e-06
"58497","PRUNE1","prune exopolyphosphatase 1",3.55807479746062e-06
"7436","VLDLR","very low density lipoprotein receptor",3.56534260959052e-06
"4486","MST1R","macrophage stimulating 1 receptor",3.57034471454298e-06
"22853","LMTK2","lemur tyrosine kinase 2",3.57315459365015e-06
"405","ARNT","aryl hydrocarbon receptor nuclear translocator",3.57435512454707e-06
"7940","LST1","leukocyte specific transcript 1",3.57655483418373e-06
"55034","MOCOS","molybdenum cofactor sulfurase",3.58702762104368e-06
"144423","GLT1D1","glycosyltransferase 1 domain containing 1",3.58911456133093e-06
"9424","KCNK6","potassium two pore domain channel subfamily K member 6",3.59292497820185e-06
"7798","LUZP1","leucine zipper protein 1",3.60469560833909e-06
"5243","ABCB1","ATP binding cassette subfamily B member 1",3.61057055731084e-06
"100240735","AC023794.3","NULL",3.61527701042696e-06
"392465","GLOD5","glyoxalase domain containing 5",3.61551811633998e-06
"3958","LGALS3","galectin 3",3.62423230604314e-06
"9726","ZNF646","zinc finger protein 646",3.62600626635512e-06
"952","CD38","CD38 molecule",3.62813707921461e-06
"4913","NTHL1","nth like DNA glycosylase 1",3.63120798430039e-06
"148022","TICAM1","toll like receptor adaptor molecule 1",3.6334250301806e-06
"64759","TNS3","tensin 3",3.63483316156987e-06
"54810","GIPC2","GIPC PDZ domain containing family member 2",3.63768742195347e-06
"4249","MGAT5","mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase",3.6510421399516e-06
"100130705","AC025594.2","NULL",3.65187823914148e-06
"2196","FAT2","FAT atypical cadherin 2",3.65783228117866e-06
"27349","MCAT","malonyl-CoA-acyl carrier protein transacylase",3.66932199646897e-06
"6319","SCD","stearoyl-CoA desaturase",3.67389040412114e-06
"9647","PPM1F","protein phosphatase, Mg2+/Mn2+ dependent 1F",3.67870859097064e-06
"51208","CLDN18","claudin 18",3.68083307500378e-06
"79365","BHLHE41","basic helix-loop-helix family member e41",3.68629987712588e-06
"3606","IL18","interleukin 18",3.70781419933852e-06
"81932","HDHD3","haloacid dehalogenase like hydrolase domain containing 3",3.70995868803625e-06
"27243","CHMP2A","charged multivesicular body protein 2A",3.71195412784964e-06
"5926","ARID4A","AT-rich interaction domain 4A",3.71536764853797e-06
