"EntrezID","Symbol","Description","P value"
"5906","RAP1A","RAP1A, member of RAS oncogene family",0.00169912127308347
"975","CD81","CD81 molecule",0.00170428381216825
"7108","TM7SF2","transmembrane 7 superfamily member 2",0.00172617119894425
"6234","RPS28","ribosomal protein S28",0.0017299890225756
"553115","PEF1","penta-EF-hand domain containing 1",0.00174731117880556
"93210","PGAP3","post-GPI attachment to proteins 3",0.00175537632494072
"3693","ITGB5","integrin subunit beta 5",0.00176894759895663
"967","CD63","CD63 molecule",0.00177565469026808
"192670","AGO4","argonaute 4, RISC catalytic component",0.00177671725181638
"168451","THAP5","THAP domain containing 5",0.00177832173684978
"23506","BICRAL","BRD4 interacting chromatin remodeling complex associated protein like",0.00177847904487483
"6160","RPL31","ribosomal protein L31",0.00178349722156446
"9349","RPL23","ribosomal protein L23",0.00179188121864238
"158835","AWAT2","acyl-CoA wax alcohol acyltransferase 2",0.00179870895184453
"3455","IFNAR2","interferon alpha and beta receptor subunit 2",0.00180066040570992
"124454","EARS2","glutamyl-tRNA synthetase 2, mitochondrial",0.00181121231396919
"6334","SCN8A","sodium voltage-gated channel alpha subunit 8",0.00182697401694676
"150696","PROM2","prominin 2",0.00182698700654471
"55681","SCYL2","SCY1 like pseudokinase 2",0.00183328229616597
"51021","MRPS16","mitochondrial ribosomal protein S16",0.00183395021395949
"10399","RACK1","receptor for activated C kinase 1",0.00185016823386541
"51361","HOOK1","hook microtubule tethering protein 1",0.00185201698561355
"25901","CCDC28A","coiled-coil domain containing 28A",0.00185316284924353
"64418","TMEM168","transmembrane protein 168",0.00186044438122202
"149111","CNIH3","cornichon family AMPA receptor auxiliary protein 3",0.00186162557296199
"170384","FUT11","fucosyltransferase 11",0.00186343499213293
"51161","C3orf18","chromosome 3 open reading frame 18",0.0018709993471725
"4155","MBP","myelin basic protein",0.00187470311984139
"1994","ELAVL1","ELAV like RNA binding protein 1",0.00188470347420433
"57659","ZBTB4","zinc finger and BTB domain containing 4",0.00188506964359969
"9253","NUMBL","NUMB like, endocytic adaptor protein",0.0018859431662126
"63899","NSUN3","NOP2/Sun RNA methyltransferase family member 3",0.00189414521674292
"4731","NDUFV3","NADH:ubiquinone oxidoreductase subunit V3",0.00189604509575059
"23179","RGL1","ral guanine nucleotide dissociation stimulator like 1",0.0019146066526019
"57091","CASS4","Cas scaffolding protein family member 4",0.00191730894708519
"10507","SEMA4D","semaphorin 4D",0.00192112382308063
"64802","NMNAT1","nicotinamide nucleotide adenylyltransferase 1",0.00192217316177623
"10113","PREB","prolactin regulatory element binding",0.00192356023790952
"79955","PDZD7","PDZ domain containing 7",0.0019344822577585
"134429","STARD4","StAR related lipid transfer domain containing 4",0.00194532111526935
"2140","EYA3","EYA transcriptional coactivator and phosphatase 3",0.00195760563546621
"100128731","OST4","oligosaccharyltransferase complex subunit 4, non-catalytic",0.00196018949464738
"6881","TAF10","TATA-box binding protein associated factor 10",0.00196505653167056
"79157","MFSD11","major facilitator superfamily domain containing 11",0.00197037967629066
"1447","CSN2","casein beta",0.00197467506017834
"10735","STAG2","stromal antigen 2",0.00197510594168271
"9112","MTA1","metastasis associated 1",0.00197727095977696
"51510","CHMP5","charged multivesicular body protein 5",0.00199027602781077
"2014","EMP3","epithelial membrane protein 3",0.00199521261919466
"2","A2M","alpha-2-macroglobulin",0.00200822808047718
"64121","RRAGC","Ras related GTP binding C",0.00201026735442755
"55704","CCDC88A","coiled-coil domain containing 88A",0.00201461891896182
"149420","PDIK1L","PDLIM1 interacting kinase 1 like",0.00203970203367532
"27244","SESN1","sestrin 1",0.00204520273985687
"158584","FAAH2","fatty acid amide hydrolase 2",0.00204535368440073
"6947","TCN1","transcobalamin 1",0.00204972379771173
"65258","MPPE1","metallophosphoesterase 1",0.00205051010770685
"55781","RIOK2","RIO kinase 2",0.00205954239958595
"9847","C2CD5","C2 calcium dependent domain containing 5",0.00206530512589564
"11316","COPE","coatomer protein complex subunit epsilon",0.00206634107646686
"79818","ZNF552","zinc finger protein 552",0.00206651983744932
"9783","RIMS3","regulating synaptic membrane exocytosis 3",0.00207107409380325
"55830","GLT8D1","glycosyltransferase 8 domain containing 1",0.00207653224142934
"4939","OAS2","2'-5'-oligoadenylate synthetase 2",0.00207706902508742
"6464","SHC1","SHC adaptor protein 1",0.00207873746145792
"54741","LEPROT","leptin receptor overlapping transcript",0.00208971960495363
"2346","FOLH1","folate hydrolase 1",0.00209198739301786
"200634","KRTCAP3","keratinocyte associated protein 3",0.00210108379045826
"5652","PRSS8","protease, serine 8",0.00211085654353027
"3454","IFNAR1","interferon alpha and beta receptor subunit 1",0.00211630601325985
"23451","SF3B1","splicing factor 3b subunit 1",0.00212123992328395
"1938","EEF2","eukaryotic translation elongation factor 2",0.00212205721331293
"7009","TMBIM6","transmembrane BAX inhibitor motif containing 6",0.00212226138920879
"6711","SPTBN1","spectrin beta, non-erythrocytic 1",0.0021276334458209
"29995","LMCD1","LIM and cysteine rich domains 1",0.00212763985669018
"1140","CHRNB1","cholinergic receptor nicotinic beta 1 subunit",0.00213668567281644
"200879","LIPH","lipase H",0.00213852121132929
"8682","PEA15","phosphoprotein enriched in astrocytes 15",0.00214873347625266
"11196","SEC23IP","SEC23 interacting protein",0.00217186576679729
"27032","ATP2C1","ATPase secretory pathway Ca2+ transporting 1",0.00217324759311144
"51074","APIP","APAF1 interacting protein",0.0021769509509828
"10694","CCT8","chaperonin containing TCP1 subunit 8",0.00218121189520692
"79660","PPP1R3B","protein phosphatase 1 regulatory subunit 3B",0.00218398838130662
"10885","WDR3","WD repeat domain 3",0.00218505089003362
"6774","STAT3","signal transducer and activator of transcription 3",0.00218724983516416
"9445","ITM2B","integral membrane protein 2B",0.00218746169770467
"4720","NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2",0.00219453215189835
"284611","FAM102B","family with sequence similarity 102 member B",0.00219819029692703
"605","BCL7A","BCL tumor suppressor 7A",0.00220047309156701
"9704","DHX34","DExH-box helicase 34",0.00220271579566478
"79158","GNPTAB","N-acetylglucosamine-1-phosphate transferase alpha and beta subunits",0.00220407827433666
"23467","NPTXR","neuronal pentraxin receptor",0.00220888608831671
"8086","AAAS","aladin WD repeat nucleoporin",0.00222454437638453
"730087","ZNF726","zinc finger protein 726",0.00223988215416615
"4292","MLH1","mutL homolog 1",0.00224003167416664
"10613","ERLIN1","ER lipid raft associated 1",0.00224904283790028
"92840","REEP6","receptor accessory protein 6",0.00225304109177604
"84179","MFSD7","major facilitator superfamily domain containing 7",0.00225445976293637
"963","CD53","CD53 molecule",0.00225858463153861
"80351","TNKS2","tankyrase 2",0.00226560617580263
"57231","SNX14","sorting nexin 14",0.00227009841151316
"134353","LSM11","LSM11, U7 small nuclear RNA associated",0.0022766169521462
"64949","MRPS26","mitochondrial ribosomal protein S26",0.00227929420051454
"128308","MRPL55","mitochondrial ribosomal protein L55",0.00227938610968637
"28958","COA3","cytochrome c oxidase assembly factor 3",0.0022934216432493
"83443","SF3B5","splicing factor 3b subunit 5",0.00229368678505204
"4338","MOCS2","molybdenum cofactor synthesis 2",0.00229907434459831
"79944","L2HGDH","L-2-hydroxyglutarate dehydrogenase",0.00230108330472301
"414","ARSD","arylsulfatase D",0.00230462855299718
"831","CAST","calpastatin",0.00231564530533923
"161291","TMEM30B","transmembrane protein 30B",0.0023187726424303
"117177","RAB3IP","RAB3A interacting protein",0.00232101750626468
"115548","FCHO2","FCH domain only 2",0.0023255972982188
"11041","B4GAT1","beta-1,4-glucuronyltransferase 1",0.00232703318956962
"5859","QARS","glutaminyl-tRNA synthetase",0.0023481447463094
"6535","SLC6A8","solute carrier family 6 member 8",0.00235505026699068
"6302","TSPAN31","tetraspanin 31",0.00235826833598751
"64856","VWA1","von Willebrand factor A domain containing 1",0.00236537892997424
"58486","ZBED5","zinc finger BED-type containing 5",0.00237144941743217
"401492","LINC01235","long intergenic non-protein coding RNA 1235",0.00237841467287692
"516","ATP5G1","ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)",0.00238491060339041
"148808","MFSD4A","major facilitator superfamily domain containing 4A",0.00238744586863593
"151742","PPM1L","protein phosphatase, Mg2+/Mn2+ dependent 1L",0.00239010714784982
"10162","LPCAT3","lysophosphatidylcholine acyltransferase 3",0.00240959688333342
"23151","GRAMD4","GRAM domain containing 4",0.00241226167441888
"22907","DHX30","DExH-box helicase 30",0.00242040570421787
"51386","EIF3L","eukaryotic translation initiation factor 3 subunit L",0.00243018008424578
"221035","REEP3","receptor accessory protein 3",0.00244203085914496
"55696","RBM22","RNA binding motif protein 22",0.00244352168038042
"345079","SOWAHB","sosondowah ankyrin repeat domain family member B",0.00244640334283208
"54869","EPS8L1","EPS8 like 1",0.00244961154682877
"5355","PLP2","proteolipid protein 2",0.00245098548557521
"342667","STAC2","SH3 and cysteine rich domain 2",0.00245134184763129
"8723","SNX4","sorting nexin 4",0.00246036653153037
"10566","AKAP3","A-kinase anchoring protein 3",0.00246350505726511
"4666","NACA","nascent polypeptide-associated complex alpha subunit",0.00246591063837154
"80232","WDR26","WD repeat domain 26",0.00247196932098248
"29911","HOOK2","hook microtubule tethering protein 2",0.0024740824315691
"952","CD38","CD38 molecule",0.00247729976044453
"11113","CIT","citron rho-interacting serine/threonine kinase",0.00249181680039434
"9130","FAM50A","family with sequence similarity 50 member A",0.00249434860814679
"80021","TMEM62","transmembrane protein 62",0.00249508671170173
"7541","ZBTB14","zinc finger and BTB domain containing 14",0.00249985712936196
"23286","WWC1","WW and C2 domain containing 1",0.00250011502382219
"7431","VIM","vimentin",0.00250035594641518
"9045","RPL14","ribosomal protein L14",0.00250223009334527
"2799","GNS","glucosamine (N-acetyl)-6-sulfatase",0.00250608260235619
"6230","RPS25","ribosomal protein S25",0.0025151375912088
"8428","STK24","serine/threonine kinase 24",0.00251902166392992
"83693","HSDL1","hydroxysteroid dehydrogenase like 1",0.00253463553025912
"26521","TIMM8B","translocase of inner mitochondrial membrane 8 homolog B",0.00253773144587965
"9367","RAB9A","RAB9A, member RAS oncogene family",0.00253923478505003
"54916","TMEM260","transmembrane protein 260",0.00253993552241916
"25797","QPCT","glutaminyl-peptide cyclotransferase",0.00254783434455519
"10483","SEC23B","Sec23 homolog B, coat complex II component",0.00254894501733804
"9479","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1",0.00255145669790147
"3906","LALBA","lactalbumin alpha",0.00256423380083204
"29925","GMPPB","GDP-mannose pyrophosphorylase B",0.00256510872618465
"199","AIF1","allograft inflammatory factor 1",0.00256563904019647
"6320","CLEC11A","C-type lectin domain containing 11A",0.00256682445280876
"5141","PDE4A","phosphodiesterase 4A",0.00257647352624324
"91584","PLXNA4","plexin A4",0.00260451237096315
"9517","SPTLC2","serine palmitoyltransferase long chain base subunit 2",0.00260452679013112
"79415","C17orf62","chromosome 17 open reading frame 62",0.00260513143755703
"51282","SCAND1","SCAN domain containing 1",0.00261538470005729
"79143","MBOAT7","membrane bound O-acyltransferase domain containing 7",0.00261663251422184
"29093","MRPL22","mitochondrial ribosomal protein L22",0.00262053567632137
"8560","DEGS1","delta 4-desaturase, sphingolipid 1",0.00265978108663423
"1479","CSTF3","cleavage stimulation factor subunit 3",0.00265989189212867
"378","ARF4","ADP ribosylation factor 4",0.00265997102499371
"8001","GLRA3","glycine receptor alpha 3",0.00266260806475804
"84925","DIRC2","disrupted in renal carcinoma 2",0.0026644996063101
"8694","DGAT1","diacylglycerol O-acyltransferase 1",0.00266469448344564
"79139","DERL1","derlin 1",0.00266716302184988
"10133","OPTN","optineurin",0.00266973587544761
"140465","MYL6B","myosin light chain 6B",0.00267087960571577
"131408","FAM131A","family with sequence similarity 131 member A",0.00268325609369957
"283337","ZNF740","zinc finger protein 740",0.00268683544418291
"84246","MED10","mediator complex subunit 10",0.00270284210781357
"64963","MRPS11","mitochondrial ribosomal protein S11",0.00272125247960342
"157697","ERICH1","glutamate rich 1",0.00272129772130048
"9823","ARMCX2","armadillo repeat containing, X-linked 2",0.00272520047417379
"55832","CAND1","cullin associated and neddylation dissociated 1",0.00272628616705206
"57727","NCOA5","nuclear receptor coactivator 5",0.00272903099250765
"56994","CHPT1","choline phosphotransferase 1",0.00273120249430736
"4733","DRG1","developmentally regulated GTP binding protein 1",0.0027357695016994
"56256","SERTAD4","SERTA domain containing 4",0.002739827874911
"5663","PSEN1","presenilin 1",0.00274362137696427
"88745","RRP36","ribosomal RNA processing 36",0.00275368097486994
"84144","SYDE2","synapse defective Rho GTPase homolog 2",0.00277073630471714
"10099","TSPAN3","tetraspanin 3",0.00277418440753441
"9318","COPS2","COP9 signalosome subunit 2",0.00277653807154721
"2697","GJA1","gap junction protein alpha 1",0.00277816645743489
"51667","NUB1","negative regulator of ubiquitin like proteins 1",0.00278357163933107
"23007","PLCH1","phospholipase C eta 1",0.0027909314014023
"3916","LAMP1","lysosomal associated membrane protein 1",0.00280044009808944
"2182","ACSL4","acyl-CoA synthetase long chain family member 4",0.00281315046620134
"143662","MUC15","mucin 15, cell surface associated",0.00281615091664422
"5476","CTSA","cathepsin A",0.00282147305669955
"2618","GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",0.00282247933108559
"286410","ATP11C","ATPase phospholipid transporting 11C",0.00282441923842791
"1978","EIF4EBP1","eukaryotic translation initiation factor 4E binding protein 1",0.00283143258812379
"59084","ENPP5","ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)",0.00283198777276061
"634","CEACAM1","carcinoembryonic antigen related cell adhesion molecule 1",0.00283308771687052
"3920","LAMP2","lysosomal associated membrane protein 2",0.00284036661582765
"6156","RPL30","ribosomal protein L30",0.0028561406119596
"166647","ADGRA3","adhesion G protein-coupled receptor A3",0.00285823867010682
"5805","PTS","6-pyruvoyltetrahydropterin synthase",0.00285832906900252
"2224","FDPS","farnesyl diphosphate synthase",0.00287850547145663
"22919","MAPRE1","microtubule associated protein RP/EB family member 1",0.00289975136623988
"79174","CRELD2","cysteine rich with EGF like domains 2",0.00290560781536686
"79724","ZNF768","zinc finger protein 768",0.00290564987974529
"83939","EIF2A","eukaryotic translation initiation factor 2A",0.00291579467342906
"55379","LRRC59","leucine rich repeat containing 59",0.00291655442626215
"3574","IL7","interleukin 7",0.00291987618697376
"23256","SCFD1","sec1 family domain containing 1",0.0029246302323086
"4756","NEO1","neogenin 1",0.00293722086021575
"80856","LNPK","lunapark, ER junction formation factor",0.00293789001183575
"794","CALB2","calbindin 2",0.00294475824771079
"10158","PDZK1IP1","PDZK1 interacting protein 1",0.00294560319723192
"8395","PIP5K1B","phosphatidylinositol-4-phosphate 5-kinase type 1 beta",0.00294750496841245
"7388","UQCRH","ubiquinol-cytochrome c reductase hinge protein",0.00296614496961944
"387921","NHLRC3","NHL repeat containing 3",0.00297237083276758
"221749","PXDC1","PX domain containing 1",0.0029915917845974
"5250","SLC25A3","solute carrier family 25 member 3",0.0029922982944437
"7913","DEK","DEK proto-oncogene",0.00299507212585404
"23654","PLXNB2","plexin B2",0.00300450796383678
"54585","LZTFL1","leucine zipper transcription factor like 1",0.00301469863027348
"55502","HES6","hes family bHLH transcription factor 6",0.00301503437162842
"27013","CNPPD1","cyclin Pas1/PHO80 domain containing 1",0.00302240138185894
"10635","RAD51AP1","RAD51 associated protein 1",0.00302299530805539
"4659","PPP1R12A","protein phosphatase 1 regulatory subunit 12A",0.00303067283144198
"55366","LGR4","leucine rich repeat containing G protein-coupled receptor 4",0.00303280757622093
"326625","MMAB","methylmalonic aciduria (cobalamin deficiency) cblB type",0.00303302881490763
"222389","BEND7","BEN domain containing 7",0.00303550918314577
"29997","NOP53","NOP53 ribosome biogenesis factor",0.00305359209448564
"6229","RPS24","ribosomal protein S24",0.00306264546606649
"1676","DFFA","DNA fragmentation factor subunit alpha",0.00307296750508257
"286343","LURAP1L","leucine rich adaptor protein 1 like",0.00308068051264687
"90865","IL33","interleukin 33",0.00308210199557135
"54790","TET2","tet methylcytosine dioxygenase 2",0.00309199974875141
"84069","PLEKHN1","pleckstrin homology domain containing N1",0.0031172342183432
"4205","MEF2A","myocyte enhancer factor 2A",0.00311913814591935
"1536","CYBB","cytochrome b-245 beta chain",0.00312742243698005
"55210","ATAD3A","ATPase family, AAA domain containing 3A",0.00318465437646132
"8879","SGPL1","sphingosine-1-phosphate lyase 1",0.00319923477440975
"8612","PLPP2","phospholipid phosphatase 2",0.00320461416950391
"29882","ANAPC2","anaphase promoting complex subunit 2",0.00320874934212367
"29761","USP25","ubiquitin specific peptidase 25",0.00322607276532105
"6129","RPL7","ribosomal protein L7",0.0032277349930151
"1777","DNASE2","deoxyribonuclease 2, lysosomal",0.00323330338214567
"23052","ENDOD1","endonuclease domain containing 1",0.00323364783877844
"11099","PTPN21","protein tyrosine phosphatase, non-receptor type 21",0.00323498889654816
"132864","CPEB2","cytoplasmic polyadenylation element binding protein 2",0.00323676746769386
"7402","UTRN","utrophin",0.00325213349429476
"10982","MAPRE2","microtubule associated protein RP/EB family member 2",0.00325257151832936
"85455","DISP2","dispatched RND transporter family member 2",0.00325579561760203
"5603","MAPK13","mitogen-activated protein kinase 13",0.00326131766550131
"80097","MZT2B","mitotic spindle organizing protein 2B",0.00326221157207163
"25925","ZNF521","zinc finger protein 521",0.00326984593857893
"83877","TM2D2","TM2 domain containing 2",0.00327174912555872
"154","ADRB2","adrenoceptor beta 2",0.00328909463373295
"64699","TMPRSS3","transmembrane protease, serine 3",0.00329627891279172
"124491","TMEM170A","transmembrane protein 170A",0.00329668137367767
"23339","VPS39","VPS39, HOPS complex subunit",0.00329675755125436
"26995","TRUB2","TruB pseudouridine synthase family member 2",0.0033219631939545
"64285","RHBDF1","rhomboid 5 homolog 1",0.00332219270468825
"5205","ATP8B1","ATPase phospholipid transporting 8B1",0.00333187793700362
"57670","KIAA1549","KIAA1549",0.00333372466175808
"64866","CDCP1","CUB domain containing protein 1",0.00333686346738116
"6675","UAP1","UDP-N-acetylglucosamine pyrophosphorylase 1",0.00333968086555503
"57463","AMIGO1","adhesion molecule with Ig like domain 1",0.00334149768546277
"9208","LRRFIP1","LRR binding FLII interacting protein 1",0.00334484847420913
"79090","TRAPPC6A","trafficking protein particle complex 6A",0.00334696311345395
"5872","RAB13","RAB13, member RAS oncogene family",0.00335070634756218
"22838","RNF44","ring finger protein 44",0.0033700944388062
"8514","KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2",0.00337126093258644
"6170","RPL39","ribosomal protein L39",0.00337954481347036
"64780","MICAL1","microtubule associated monooxygenase, calponin and LIM domain containing 1",0.00338105020609247
"948","CD36","CD36 molecule",0.00338609039296744
"348654","GEN1","GEN1, Holliday junction 5' flap endonuclease",0.00339735235251815
"5781","PTPN11","protein tyrosine phosphatase, non-receptor type 11",0.0033980079378193
"55529","TMEM55A","transmembrane protein 55A",0.00339946851487016
"79991","STN1","STN1, CST complex subunit",0.00340489264010024
"60481","ELOVL5","ELOVL fatty acid elongase 5",0.00340873117112572
"7023","TFAP4","transcription factor AP-4",0.00341573953462571
"25940","FAM98A","family with sequence similarity 98 member A",0.0034241117763163
"54996","MARC2","mitochondrial amidoxime reducing component 2",0.00344185551274734
"3775","KCNK1","potassium two pore domain channel subfamily K member 1",0.00344795074806425
"11040","PIM2","Pim-2 proto-oncogene, serine/threonine kinase",0.00345178248610511
"8615","USO1","USO1 vesicle transport factor",0.00346091690919503
"63929","XPNPEP3","X-prolyl aminopeptidase 3",0.00346326452696222
"10973","ASCC3","activating signal cointegrator 1 complex subunit 3",0.00346389834677452
"160","AP2A1","adaptor related protein complex 2 alpha 1 subunit",0.00346516149930753
"55752","SEPT11","septin 11",0.00346908985266337
"201266","SLC39A11","solute carrier family 39 member 11",0.00347677354017106
"246176","GAS2L2","growth arrest specific 2 like 2",0.00349508743894533
"60681","FKBP10","FK506 binding protein 10",0.00350541419098693
"54432","YIPF1","Yip1 domain family member 1",0.00350733744780296
"79879","CCDC134","coiled-coil domain containing 134",0.00351316084327802
"10467","ZNHIT1","zinc finger HIT-type containing 1",0.00352583826824682
"144245","ALG10B","ALG10B, alpha-1,2-glucosyltransferase",0.00352751619780944
"11227","GALNT5","polypeptide N-acetylgalactosaminyltransferase 5",0.00353396291500352
"51000","SLC35B3","solute carrier family 35 member B3",0.00353466470200492
"1159","CKMT1B","creatine kinase, mitochondrial 1B",0.00354182253122837
"7813","EVI5","ecotropic viral integration site 5",0.00355092331218387
"79102","RNF26","ring finger protein 26",0.00355310868729619
"3460","IFNGR2","interferon gamma receptor 2",0.00355643840044451
"116843","SLC18B1","solute carrier family 18 member B1",0.00355651825554704
"51763","INPP5K","inositol polyphosphate-5-phosphatase K",0.00355798556166453
"1448","CSN3","casein kappa",0.00356010218729641
"10388","SYCP2","synaptonemal complex protein 2",0.00356128524496246
"6035","RNASE1","ribonuclease A family member 1, pancreatic",0.00356129837870034
"7415","VCP","valosin containing protein",0.00356992962351965
"79152","FA2H","fatty acid 2-hydroxylase",0.00357369476163527
"10513","APPBP2","amyloid beta precursor protein binding protein 2",0.00357631902285838
"6208","RPS14","ribosomal protein S14",0.00357712571792901
"127829","ARL8A","ADP ribosylation factor like GTPase 8A",0.00357832280042159
"5629","PROX1","prospero homeobox 1",0.00359141831100407
"8938","BAIAP3","BAI1 associated protein 3",0.00359504060898208
"5571","PRKAG1","protein kinase AMP-activated non-catalytic subunit gamma 1",0.00361931676098104
"84910","TMEM87B","transmembrane protein 87B",0.00362576665618264
"5538","PPT1","palmitoyl-protein thioesterase 1",0.00363755948093636
"2017","CTTN","cortactin",0.00364124147299005
"9202","ZMYM4","zinc finger MYM-type containing 4",0.00365498326548241
"5641","LGMN","legumain",0.00365840294878539
"79758","DHRS12","dehydrogenase/reductase 12",0.00367336170757393
"64417","TMEM267","transmembrane protein 267",0.00367734568895906
"57719","ANO8","anoctamin 8",0.00367874703812765
"79947","DHDDS","dehydrodolichyl diphosphate synthase subunit",0.00369399597411013
"8409","UXT","ubiquitously expressed prefoldin like chaperone",0.00369477263287243
"91653","BOC","BOC cell adhesion associated, oncogene regulated",0.00370315471591209
"23234","DNAJC9","DnaJ heat shock protein family (Hsp40) member C9",0.00370787312697995
"23368","PPP1R13B","protein phosphatase 1 regulatory subunit 13B",0.00371276340395021
"28976","ACAD9","acyl-CoA dehydrogenase family member 9",0.00371284276645301
"22862","FNDC3A","fibronectin type III domain containing 3A",0.00372168515933002
"10473","HMGN4","high mobility group nucleosomal binding domain 4",0.00372783812601707
"30001","ERO1A","endoplasmic reticulum oxidoreductase 1 alpha",0.00373343948495375
"4047","LSS","lanosterol synthase",0.00373390041026844
"8543","LMO4","LIM domain only 4",0.00373472369395667
"87","ACTN1","actinin alpha 1",0.00373749537199253
"4735","SEPT2","septin 2",0.00374260850228714
"729678","LINC00847","long intergenic non-protein coding RNA 847",0.00374518699522586
"9524","TECR","trans-2,3-enoyl-CoA reductase",0.00374527193469643
"26207","PITPNC1","phosphatidylinositol transfer protein, cytoplasmic 1",0.00374854205425734
"10966","RAB40B","RAB40B, member RAS oncogene family",0.00375285953268223
"9296","ATP6V1F","ATPase H+ transporting V1 subunit F",0.00375312201936251
"3576","CXCL8","C-X-C motif chemokine ligand 8",0.0037585641161122
"79815","NIPAL2","NIPA like domain containing 2",0.00376635904804179
"10577","NPC2","NPC intracellular cholesterol transporter 2",0.00376702537912876
"113878","DTX2","deltex E3 ubiquitin ligase 2",0.00377294734578393
"1975","EIF4B","eukaryotic translation initiation factor 4B",0.0037887458247392
"284325","C19orf54","chromosome 19 open reading frame 54",0.00379927186237128
"51626","DYNC2LI1","dynein cytoplasmic 2 light intermediate chain 1",0.00380201398878088
"51119","SBDS","SBDS, ribosome maturation factor",0.00380566965628448
"22926","ATF6","activating transcription factor 6",0.00380897015968351
"374986","MIGA1","mitoguardin 1",0.00381603296408684
"23367","LARP1","La ribonucleoprotein domain family member 1",0.00381901570947518
"9328","GTF3C5","general transcription factor IIIC subunit 5",0.0038404986444065
"55002","TMCO3","transmembrane and coiled-coil domains 3",0.00384338693554698
"171586","ABHD3","abhydrolase domain containing 3",0.00384577262911578
"55266","TMEM19","transmembrane protein 19",0.0038478402893114
"3157","HMGCS1","3-hydroxy-3-methylglutaryl-CoA synthase 1",0.00385272153270022
"410","ARSA","arylsulfatase A",0.00385700328419802
"2990","GUSB","glucuronidase beta",0.00386062173136947
"10066","SCAMP2","secretory carrier membrane protein 2",0.00387790943764021
"8666","EIF3G","eukaryotic translation initiation factor 3 subunit G",0.00388516760490742
"9185","REPS2","RALBP1 associated Eps domain containing 2",0.00389562188086245
"3691","ITGB4","integrin subunit beta 4",0.00389663385308847
"23582","CCNDBP1","cyclin D1 binding protein 1",0.00389717692780311
"26090","ABHD12","abhydrolase domain containing 12",0.00389888229560609
"9858","PPP1R26","protein phosphatase 1 regulatory subunit 26",0.00390843448244182
"55152","DALRD3","DALR anticodon binding domain containing 3",0.00391269813098183
"125950","RAVER1","ribonucleoprotein, PTB binding 1",0.00392412155835553
"10134","BCAP31","B-cell receptor associated protein 31",0.00392422430967854
"55668","GPATCH2L","G-patch domain containing 2 like",0.00392478583838662
"5601","MAPK9","mitogen-activated protein kinase 9",0.00392856682877352
"6520","SLC3A2","solute carrier family 3 member 2",0.0039355959137346
"10051","SMC4","structural maintenance of chromosomes 4",0.00393971280434324
"4324","MMP15","matrix metallopeptidase 15",0.00393971889806699
"20","ABCA2","ATP binding cassette subfamily A member 2",0.00394887686015821
"23585","TMEM50A","transmembrane protein 50A",0.00395279561881279
"10559","SLC35A1","solute carrier family 35 member A1",0.00396503700645312
"54454","ATAD2B","ATPase family, AAA domain containing 2B",0.00397898408447506
"57393","TMEM27","transmembrane protein 27",0.00398001036657203
"84976","DISP1","dispatched RND transporter family member 1",0.00399478528708697
"7570","ZNF22","zinc finger protein 22",0.00399832936496414
"7003","TEAD1","TEA domain transcription factor 1",0.00401428888495947
"8829","NRP1","neuropilin 1",0.00401854422032299
"56951","C5orf15","chromosome 5 open reading frame 15",0.00401947371564149
"79637","ARMC7","armadillo repeat containing 7",0.00402077590104222
"8437","RASAL1","RAS protein activator like 1",0.00403846329106394
"115207","KCTD12","potassium channel tetramerization domain containing 12",0.00404897319843889
"1389","CREBL2","cAMP responsive element binding protein like 2",0.0040690149375584
"9181","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2",0.00407306644246197
"8763","CD164","CD164 molecule",0.00407569581214662
"7321","UBE2D1","ubiquitin conjugating enzyme E2 D1",0.00408247335191114
"7461","CLIP2","CAP-Gly domain containing linker protein 2",0.00410162368690092
"144100","PLEKHA7","pleckstrin homology domain containing A7",0.00411488255708681
"6396","SEC13","SEC13 homolog, nuclear pore and COPII coat complex component",0.00411564295860445
"85013","TMEM128","transmembrane protein 128",0.0041255701628502
"10993","SDS","serine dehydratase",0.00413036238864728
"9167","COX7A2L","cytochrome c oxidase subunit 7A2 like",0.00413606294487101
"80213","TM2D3","TM2 domain containing 3",0.00414480233516645
"9986","RCE1","Ras converting CAAX endopeptidase 1",0.00415387135389245
"55742","PARVA","parvin alpha",0.00415984646070222
"51281","ANKMY1","ankyrin repeat and MYND domain containing 1",0.0041686864468562
"55596","ZCCHC8","zinc finger CCHC-type containing 8",0.00417202069204725
"27077","B9D1","B9 domain containing 1",0.00418919055636868
"6924","ELOA","elongin A",0.00419101336885896
"10554","AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1",0.00419224575315513
"4862","NPAS2","neuronal PAS domain protein 2",0.00419850310339531
"1633","DCK","deoxycytidine kinase",0.00419890397572997
"1942","EFNA1","ephrin A1",0.00423851597422154
"5899","RALB","RAS like proto-oncogene B",0.00426419109355725
"549","AUH","AU RNA binding methylglutaconyl-CoA hydratase",0.00426760638194601
